UID,MID,StartTime,EndTime
4313,1768,2024-10-20 12:55:03,2024-10-20 13:45:09
592,617,2011-09-21 11:00:54,2011-09-21 11:46:07
1572,5304,2024-12-29 11:19:21,2024-12-29 12:54:51
2385,8764,2024-03-01 14:49:50,2024-03-01 15:29:54
3825,2816,2019-04-15 06:47:53,2019-04-15 07:16:34
2194,3527,2022-07-31 12:03:46,2022-07-31 12:32:05
547,5920,2023-11-25 05:01:21,2023-11-25 05:33:09
3223,6121,2024-12-15 05:32:40,2024-12-15 06:58:26
2893,5643,1983-02-19 00:14:55,1983-02-19 01:44:13
3346,3174,2023-12-10 07:09:11,2023-12-10 07:59:43
4585,8233,2024-03-10 14:26:30,2024-03-10 16:00:08
3985,2564,2015-01-18 20:10:23,2015-01-18 20:25:04
3964,4825,2019-06-17 12:41:41,2019-06-17 14:27:33
2077,5134,2023-06-21 09:42:10,2023-06-21 09:46:14
3001,7181,2022-03-14 08:47:36,2022-03-14 08:57:55
4324,3519,1982-12-02 14:21:02,1982-12-02 15:19:39
2432,612,2009-12-03 15:50:49,2009-12-03 16:27:54
2873,137,2022-11-21 13:15:08,2022-11-21 14:22:19
3049,3084,2025-11-30 22:57:50,2025-11-30 23:34:51
363,8081,2024-10-08 01:26:55,2024-10-08 01:46:38
312,3416,2021-07-03 04:00:27,2021-07-03 04:54:13
4868,7173,2022-07-29 08:24:31,2022-07-29 09:04:28
1175,7719,2022-10-04 15:36:32,2022-10-04 16:07:15
2233,3252,1986-01-28 06:59:50,1986-01-28 09:00:14
3644,2915,2022-11-02 08:21:12,2022-11-02 10:02:01
3981,604,2020-07-21 15:22:15,2020-07-21 15:55:59
470,1104,2025-02-26 16:13:48,2025-02-26 16:44:35
72,1440,2022-10-21 12:42:40,2022-10-21 12:59:57
2370,3304,2021-02-24 07:15:54,2021-02-24 08:33:32
145,2265,2023-09-15 01:57:38,2023-09-15 03:01:29
3438,1860,2017-10-16 09:25:48,2017-10-16 09:56:36
812,8629,2024-06-17 23:32:18,2024-06-17 23:52:15
3030,6491,2024-07-31 01:42:29,2024-07-31 01:58:12
4313,1679,2018-01-14 08:20:50,2018-01-14 09:59:17
4841,4824,2024-03-15 19:43:06,2024-03-15 19:51:13
1255,4114,2001-12-26 02:46:12,2001-12-26 04:36:08
1999,2977,2023-07-01 13:03:12,2023-07-01 14:10:01
1604,6889,2013-05-24 18:08:56,2013-05-24 19:35:32
3178,6886,2021-06-13 02:50:15,2021-06-13 04:29:55
919,4034,2023-12-24 08:26:30,2023-12-24 09:14:42
2660,3460,2024-12-14 21:19:12,2024-12-14 21:31:01
4195,7887,2014-04-26 17:57:11,2014-04-26 19:06:12
1551,5717,2006-12-09 10:15:26,2006-12-09 10:59:16
2427,918,1997-08-17 15:16:59,1997-08-17 17:05:14
3112,5438,2018-04-10 09:48:12,2018-04-10 11:27:37
1347,4075,1988-03-03 03:44:16,1988-03-03 05:23:07
2736,326,2019-05-01 04:45:13,2019-05-01 05:44:02
185,1424,2018-02-24 00:52:57,2018-02-24 01:22:16
4126,3953,2014-04-08 02:33:57,2014-04-08 02:41:38
4571,6876,2023-08-01 09:11:00,2023-08-01 09:49:47
3593,1158,2020-04-19 01:18:33,2020-04-19 01:30:13
2453,719,2015-05-15 19:17:03,2015-05-15 20:35:38
3694,4365,2025-01-30 06:46:37,2025-01-30 06:57:33
2755,7034,2022-08-19 15:40:23,2022-08-19 16:15:13
4987,1546,2024-09-15 08:18:03,2024-09-15 09:35:18
3079,4094,2024-11-10 18:28:00,2024-11-10 19:41:46
2294,4050,2025-07-29 03:32:15,2025-07-29 04:51:22
3907,4595,2016-08-14 01:14:05,2016-08-14 01:57:33
1857,7368,2024-08-31 18:59:25,2024-08-31 19:52:22
4784,1377,2014-11-18 22:55:14,2014-11-18 23:29:23
961,3169,2023-10-31 19:11:56,2023-10-31 20:43:23
1363,6805,2014-06-20 10:35:19,2014-06-20 11:03:56
4337,5849,2024-10-21 16:32:50,2024-10-21 17:55:48
1812,3324,2013-05-19 04:42:27,2013-05-19 05:14:03
3703,2239,2023-12-11 03:09:08,2023-12-11 03:38:39
1158,927,2011-10-25 22:40:05,2011-10-25 23:30:10
1738,1510,2020-05-24 20:43:25,2020-05-24 21:11:40
3512,2324,2025-08-01 14:15:47,2025-08-01 14:48:47
885,4653,2022-06-22 05:13:03,2022-06-22 06:14:01
236,1582,2020-10-06 16:04:56,2020-10-06 16:12:13
1877,1792,2022-07-23 14:14:08,2022-07-23 15:19:32
2836,3392,2024-02-17 23:01:33,2024-02-17 23:43:07
912,8711,2018-07-17 02:55:53,2018-07-17 04:15:45
4540,41,2023-10-29 13:54:57,2023-10-29 15:42:08
2371,5161,2024-08-14 00:39:24,2024-08-14 00:52:18
4394,6381,2019-03-10 15:13:44,2019-03-10 15:30:07
2696,1148,2024-05-06 06:12:22,2024-05-06 06:44:45
2759,4880,2018-04-17 09:34:21,2018-04-17 10:52:49
1822,1087,2022-12-24 13:51:49,2022-12-24 15:10:37
489,3005,2024-12-13 10:05:46,2024-12-13 11:53:40
1779,6395,2010-08-14 13:08:59,2010-08-14 13:36:12
2818,4584,2025-02-18 17:54:32,2025-02-18 19:40:24
3493,8301,2025-11-02 00:32:52,2025-11-02 00:42:54
4912,6462,1967-12-26 23:15:26,1967-12-27 00:02:25
2145,5374,2020-10-14 07:28:47,2020-10-14 08:39:56
1632,6131,2024-06-15 16:09:28,2024-06-15 18:57:58
3776,6575,2015-08-07 09:10:12,2015-08-07 10:20:19
2551,5768,2024-07-28 01:15:14,2024-07-28 01:28:48
4923,6164,2025-01-09 16:30:48,2025-01-09 17:26:59
967,8306,2024-01-31 00:15:46,2024-01-31 00:51:48
1256,7551,2021-10-28 12:20:06,2021-10-28 13:37:24
3226,4766,2025-02-01 09:54:28,2025-02-01 10:58:12
4426,3092,2024-12-01 15:41:17,2024-12-01 16:18:41
2504,5895,2018-03-03 01:45:13,2018-03-03 01:58:51
619,6055,2025-01-22 04:44:59,2025-01-22 05:26:32
1951,617,2022-09-24 07:26:55,2022-09-24 08:02:22
2517,1667,2022-11-19 23:23:48,2022-11-19 23:34:31
4403,1862,2024-07-13 16:28:44,2024-07-13 18:45:31
1574,2961,2019-06-17 08:30:50,2019-06-17 09:08:33
321,3277,2019-09-10 03:20:03,2019-09-10 05:39:26
652,5067,2018-05-29 15:07:03,2018-05-29 15:48:52
4879,8385,2024-02-04 04:11:38,2024-02-04 05:08:53
2819,4945,2025-04-01 00:00:10,2025-04-01 00:54:58
3298,6398,2023-07-20 15:52:23,2023-07-20 16:40:38
4831,5780,2025-03-30 02:30:02,2025-03-30 03:20:08
4034,1907,2023-06-09 12:47:26,2023-06-09 14:46:50
43,216,2010-02-07 21:22:25,2010-02-07 22:31:25
132,8460,2020-11-12 14:09:52,2020-11-12 15:34:03
4379,4440,2024-09-10 13:28:38,2024-09-10 15:16:06
2946,8534,2022-12-01 00:34:21,2022-12-01 01:12:43
4556,7649,2024-01-03 01:21:58,2024-01-03 03:05:43
4570,6532,2018-09-22 18:46:32,2018-09-22 19:17:45
2049,4900,2025-06-13 02:37:16,2025-06-13 04:03:02
4585,5578,2024-11-24 15:27:55,2024-11-24 16:22:15
1816,1084,2025-06-14 07:53:51,2025-06-14 08:26:29
636,2263,2013-09-21 13:57:46,2013-09-21 14:28:35
3677,871,2024-06-12 00:36:05,2024-06-12 02:08:24
2705,2534,2014-07-07 13:23:57,2014-07-07 14:14:03
694,8515,2024-04-19 07:07:19,2024-04-19 07:23:09
1362,7627,1997-08-13 10:16:27,1997-08-13 11:29:56
2309,1655,2011-07-12 19:55:21,2011-07-12 20:24:09
2565,8214,2021-02-27 16:50:43,2021-02-27 17:46:15
2480,6238,2001-05-06 18:51:22,2001-05-06 19:06:01
4919,6933,2022-06-25 03:50:59,2022-06-25 04:14:59
4392,3996,2025-12-21 03:24:58,2025-12-21 04:32:49
2619,451,2021-08-27 07:28:40,2021-08-27 07:42:49
1783,6952,2022-05-13 20:49:35,2022-05-13 22:56:29
2389,25,2025-02-14 19:18:23,2025-02-14 19:35:01
4424,825,2020-03-23 08:14:30,2020-03-23 08:38:28
4377,1183,2025-11-03 20:51:19,2025-11-03 22:09:45
2862,2894,2020-06-10 08:00:08,2020-06-10 09:56:22
3429,1388,2012-10-14 08:32:26,2012-10-14 09:19:13
3016,8031,2024-06-23 16:04:45,2024-06-23 17:08:25
3296,4449,2011-12-28 07:34:23,2011-12-28 09:33:54
1038,25,2022-02-26 03:32:04,2022-02-26 05:14:36
793,4134,2021-08-21 03:49:40,2021-08-21 05:02:10
1048,7422,2021-03-23 20:12:44,2021-03-23 21:22:25
3482,1743,2022-03-08 12:17:30,2022-03-08 13:12:59
3886,1313,2012-12-23 14:56:59,2012-12-23 16:19:30
8,1446,2020-12-21 03:08:12,2020-12-21 03:38:48
3137,816,1998-04-01 04:03:46,1998-04-01 04:44:18
2827,7232,2024-03-16 01:07:42,2024-03-16 01:31:54
420,1938,2024-06-05 11:28:29,2024-06-05 12:26:11
4201,8381,2021-01-22 13:12:55,2021-01-22 13:38:40
2768,129,2025-01-15 10:22:47,2025-01-15 11:24:23
2330,1641,2024-08-20 15:31:44,2024-08-20 17:32:22
1316,6029,2023-08-11 05:26:09,2023-08-11 06:59:27
2986,4477,2023-12-21 19:37:08,2023-12-21 20:35:45
3067,6092,2020-01-01 20:57:09,2020-01-01 21:16:50
3825,906,2018-09-02 15:32:48,2018-09-02 16:08:47
3763,5227,2025-04-21 10:41:56,2025-04-21 11:11:39
4067,1922,2025-02-09 23:55:14,2025-02-10 00:23:31
2422,5927,2025-07-16 12:43:57,2025-07-16 13:01:15
2772,2747,2023-12-04 17:14:48,2023-12-04 17:51:31
2801,4896,2022-05-09 20:11:04,2022-05-09 20:20:00
1604,892,1989-01-26 18:11:19,1989-01-26 19:35:58
1684,2064,2023-03-13 13:49:30,2023-03-13 14:34:29
2483,1421,2023-07-31 18:49:45,2023-07-31 19:38:26
4885,674,2025-03-01 16:47:16,2025-03-01 17:26:06
4372,5605,2024-09-30 01:22:38,2024-09-30 01:59:49
4102,5817,2025-01-10 16:50:24,2025-01-10 17:01:11
1066,1899,2022-12-16 19:51:05,2022-12-16 20:21:24
2370,3855,2025-03-23 06:03:08,2025-03-23 07:36:35
3751,2403,2025-02-25 16:53:03,2025-02-25 18:18:53
2011,6892,2024-11-05 10:39:45,2024-11-05 11:22:34
2640,3702,1998-03-22 12:57:21,1998-03-22 14:37:29
3312,1512,2015-01-03 16:42:36,2015-01-03 18:08:10
3092,8052,2024-12-20 07:23:32,2024-12-20 09:10:08
2351,314,1998-08-03 07:03:31,1998-08-03 07:29:01
2459,7428,2015-08-07 20:38:35,2015-08-07 21:17:35
2082,4218,2025-10-08 09:25:33,2025-10-08 10:16:22
3402,1479,2009-05-25 17:20:44,2009-05-25 19:15:04
54,1582,2024-12-14 20:23:07,2024-12-14 20:45:21
3266,5202,2023-03-01 08:52:07,2023-03-01 09:18:32
2045,7816,2015-08-27 03:52:50,2015-08-27 04:15:49
486,6960,2024-03-09 20:52:19,2024-03-09 21:38:52
4775,5625,2023-01-21 12:19:52,2023-01-21 13:32:36
3356,629,2024-07-14 08:48:04,2024-07-14 09:47:31
4283,4345,2025-01-18 20:43:33,2025-01-18 20:59:30
3886,7478,2019-06-01 23:14:04,2019-06-02 00:07:18
3254,843,2019-11-20 14:40:35,2019-11-20 15:56:46
2461,1070,2008-12-18 04:00:56,2008-12-18 04:57:43
2052,1139,2024-08-05 16:23:25,2024-08-05 17:02:25
4498,3837,2022-12-30 10:43:09,2022-12-30 12:01:44
632,1920,2023-09-27 03:27:36,2023-09-27 04:14:43
5,157,2024-04-06 05:24:50,2024-04-06 05:37:13
2950,4419,2015-06-30 01:11:28,2015-06-30 02:34:03
869,3442,2019-10-30 15:01:04,2019-10-30 16:01:39
2027,8653,2010-05-20 20:28:01,2010-05-20 21:23:27
1239,2247,2025-02-19 17:27:47,2025-02-19 18:43:45
3981,1230,1982-08-01 07:19:40,1982-08-01 08:41:24
451,1870,2022-05-20 18:41:24,2022-05-20 18:58:07
2756,7223,2008-12-28 10:39:14,2008-12-28 11:26:12
4156,3768,2024-06-28 10:37:12,2024-06-28 12:13:20
282,6764,2021-05-19 00:35:30,2021-05-19 02:59:50
1430,6699,2021-02-03 06:01:22,2021-02-03 06:40:27
2196,1852,2022-08-30 20:41:19,2022-08-30 21:56:21
47,5463,2015-04-11 02:35:50,2015-04-11 04:41:36
3603,3570,2016-08-05 08:05:18,2016-08-05 08:30:27
1961,2879,2018-11-22 19:20:11,2018-11-22 20:59:31
902,7730,2009-02-24 05:14:21,2009-02-24 06:42:59
1242,3804,2024-12-07 01:48:21,2024-12-07 01:51:22
1657,8711,2021-01-26 17:56:07,2021-01-26 18:52:21
1612,8217,2018-03-29 09:21:45,2018-03-29 10:31:21
1075,5651,2025-10-04 20:26:16,2025-10-04 22:12:06
509,6247,1974-08-18 13:12:20,1974-08-18 15:28:03
4789,1168,2024-11-20 17:41:05,2024-11-20 17:55:24
269,3609,2024-08-14 07:33:33,2024-08-14 08:04:26
2724,7613,2008-06-24 16:44:00,2008-06-24 17:10:46
4199,7888,2022-04-03 16:44:34,2022-04-03 17:42:56
1076,4541,2025-04-03 18:29:20,2025-04-03 19:47:03
3211,3822,2008-05-06 00:08:03,2008-05-06 00:22:28
1659,8665,2023-02-27 10:48:30,2023-02-27 12:20:09
4593,2827,2024-06-25 19:14:35,2024-06-25 21:27:06
1087,8116,2020-10-07 22:10:27,2020-10-07 22:56:42
388,5638,2002-07-31 20:04:21,2002-07-31 21:20:07
642,4359,2025-09-01 22:06:17,2025-09-01 22:25:26
633,3016,2024-08-09 09:04:53,2024-08-09 09:55:41
3780,1192,2025-02-14 20:29:50,2025-02-14 21:25:48
1227,5277,2018-11-14 06:47:47,2018-11-14 07:57:53
1480,414,2024-09-10 00:08:39,2024-09-10 00:16:51
4897,7361,2013-07-06 07:48:24,2013-07-06 09:44:28
3128,1805,2021-04-12 14:43:29,2021-04-12 16:45:24
851,266,2018-07-20 17:34:33,2018-07-20 18:53:06
1961,6377,2020-12-10 23:53:40,2020-12-11 00:25:57
2753,5736,2024-04-30 08:24:53,2024-04-30 10:09:11
455,6024,2024-07-29 14:00:56,2024-07-29 15:06:41
4722,3188,2025-02-06 21:59:07,2025-02-06 22:27:21
4241,392,2002-01-14 05:10:13,2002-01-14 06:23:44
949,4199,2019-02-01 11:34:30,2019-02-01 11:57:17
3695,4157,2024-11-20 04:37:00,2024-11-20 06:11:20
104,8073,2022-04-01 02:26:28,2022-04-01 03:26:40
217,7105,2022-12-19 08:20:43,2022-12-19 09:59:15
203,5498,2006-04-07 05:08:04,2006-04-07 05:15:22
1352,1534,2021-07-15 14:02:53,2021-07-15 14:34:38
2076,1700,1978-08-06 02:41:18,1978-08-06 03:45:31
1248,1789,2020-03-11 18:09:32,2020-03-11 18:59:02
3832,3077,2020-12-28 15:23:46,2020-12-28 16:03:30
1970,6600,2021-01-09 12:50:38,2021-01-09 14:05:56
3247,238,2025-01-11 17:57:44,2025-01-11 18:21:20
3295,4912,2022-06-28 17:28:28,2022-06-28 18:13:33
4998,8138,2024-12-01 04:31:46,2024-12-01 04:49:16
3755,1438,2019-12-12 18:45:04,2019-12-12 19:55:52
778,1749,2011-10-20 09:19:19,2011-10-20 10:21:01
4320,1597,2024-01-31 10:21:41,2024-01-31 11:52:29
1095,3105,2017-11-19 06:31:44,2017-11-19 08:28:16
3117,8044,2011-11-12 04:26:04,2011-11-12 04:53:18
955,6415,2022-12-01 04:26:13,2022-12-01 04:49:37
3665,6757,2021-06-23 19:09:58,2021-06-23 19:57:20
1236,1824,2021-09-14 21:10:00,2021-09-14 21:59:51
2937,7290,2017-03-21 16:03:51,2017-03-21 16:18:43
4677,1470,2024-10-05 07:13:20,2024-10-05 07:27:13
953,5205,2022-07-17 00:41:28,2022-07-17 01:38:45
2774,7740,2024-11-10 17:12:10,2024-11-10 17:46:05
2177,3246,2023-08-23 11:23:25,2023-08-23 11:59:47
2071,2525,2024-11-20 01:42:34,2024-11-20 02:04:39
1144,7797,2025-03-28 20:59:30,2025-03-28 21:25:37
2498,7337,2025-03-05 05:47:07,2025-03-05 07:25:26
413,5594,2020-11-30 00:34:53,2020-11-30 00:58:50
4232,8563,2023-07-01 07:49:30,2023-07-01 08:41:06
4794,4505,2023-12-23 01:38:28,2023-12-23 02:11:39
2224,532,2021-10-31 21:19:01,2021-10-31 21:35:38
620,8716,2024-02-08 04:40:38,2024-02-08 06:06:30
1311,7423,2024-05-11 18:09:11,2024-05-11 20:11:47
373,4955,2025-03-17 08:18:51,2025-03-17 09:15:22
4484,7584,2023-05-08 14:54:44,2023-05-08 15:47:57
1108,5240,2004-12-21 22:20:36,2004-12-21 23:22:59
2741,3823,2024-08-14 09:24:00,2024-08-14 11:04:02
1093,3261,2022-10-17 13:20:28,2022-10-17 14:01:03
133,5780,2025-03-30 01:28:57,2025-03-30 02:51:42
557,91,2024-11-27 19:19:27,2024-11-27 20:38:23
1389,6521,2025-03-16 02:02:47,2025-03-16 02:21:20
302,861,2020-09-22 12:18:45,2020-09-22 12:42:30
3101,3665,2003-09-06 00:54:24,2003-09-06 02:27:19
4607,876,2006-01-18 10:14:16,2006-01-18 12:03:45
1660,5892,1993-07-24 05:55:12,1993-07-24 07:47:38
3734,95,2019-03-20 22:43:48,2019-03-20 23:56:28
1180,5571,2023-10-12 17:49:43,2023-10-12 19:17:39
544,118,2015-06-10 23:28:44,2015-06-11 00:30:13
401,4532,2020-05-24 09:15:34,2020-05-24 10:47:19
4872,1888,2023-09-29 16:31:46,2023-09-29 16:54:41
2562,1511,2020-01-14 20:17:01,2020-01-14 20:30:40
624,778,2025-03-03 14:40:26,2025-03-03 15:10:00
4950,1514,2024-09-18 16:42:19,2024-09-18 18:29:49
1235,6546,2024-08-02 18:16:23,2024-08-02 18:44:52
2530,6291,2007-03-24 09:00:43,2007-03-24 10:52:15
3139,4765,1995-01-20 14:23:51,1995-01-20 15:33:58
1768,3392,2023-11-19 04:20:35,2023-11-19 05:19:52
353,7261,2022-03-26 07:24:28,2022-03-26 08:23:55
1267,4401,2023-09-22 04:24:26,2023-09-22 05:59:32
2612,7373,2019-06-27 15:54:17,2019-06-27 16:26:46
1749,2196,2018-09-29 02:01:48,2018-09-29 03:33:19
1663,4698,2025-06-29 15:35:44,2025-06-29 15:50:50
3601,5025,2019-11-19 08:16:09,2019-11-19 08:34:06
3638,4036,2022-03-10 01:26:40,2022-03-10 03:02:32
515,6619,2022-10-26 10:46:17,2022-10-26 12:53:24
2914,1628,2024-05-13 04:08:30,2024-05-13 06:06:29
2065,5466,2025-03-04 10:00:05,2025-03-04 11:45:33
1791,2152,2024-03-31 23:59:29,2024-04-01 01:05:42
2232,5585,2020-03-22 14:02:18,2020-03-22 14:19:59
1023,7294,2024-11-23 19:28:14,2024-11-23 20:58:44
327,3868,2025-01-19 00:50:14,2025-01-19 02:35:45
1980,3771,2025-12-11 01:15:39,2025-12-11 01:38:22
4531,5234,2019-07-23 21:20:40,2019-07-23 22:33:26
3238,3745,2018-11-27 02:00:55,2018-11-27 02:23:21
2703,2687,2018-04-12 14:48:26,2018-04-12 15:04:48
2839,7705,2020-09-20 04:34:49,2020-09-20 05:36:10
3302,3265,1987-07-04 23:29:37,1987-07-05 01:14:43
3906,7522,2022-03-05 12:29:13,2022-03-05 12:45:10
90,1151,2019-12-20 21:36:35,2019-12-20 22:18:56
2658,4185,2006-05-09 06:05:02,2006-05-09 07:28:12
1588,3598,2025-01-24 22:41:51,2025-01-24 23:11:25
1550,6514,2019-01-30 18:00:46,2019-01-30 19:56:44
4523,7082,2006-03-05 03:37:29,2006-03-05 04:13:31
2580,6345,1983-09-05 21:10:56,1983-09-05 22:05:34
1202,4604,2013-08-04 11:39:53,2013-08-04 12:55:32
4012,7576,2022-05-29 03:53:57,2022-05-29 04:32:31
2331,3332,2022-10-06 22:07:50,2022-10-06 23:23:11
1524,6419,2025-01-22 19:38:27,2025-01-22 21:16:01
748,2401,2025-02-03 11:12:28,2025-02-03 12:05:15
3078,6528,2019-01-07 23:27:49,2019-01-07 23:56:43
3403,2581,2013-12-16 18:32:30,2013-12-16 19:33:14
1941,5061,2025-04-04 16:21:17,2025-04-04 16:56:30
3590,6473,2021-05-11 07:06:54,2021-05-11 08:30:37
3281,3818,2023-10-13 16:04:03,2023-10-13 17:28:51
444,223,2024-10-04 10:46:11,2024-10-04 10:57:47
1593,6069,2024-11-18 08:07:12,2024-11-18 08:30:49
2262,6520,2015-08-15 18:24:07,2015-08-15 19:00:29
4689,2767,2025-01-31 05:39:17,2025-01-31 06:44:06
4555,6209,2015-10-01 18:13:48,2015-10-01 18:44:03
3720,6321,2003-06-28 11:54:18,2003-06-28 13:10:06
399,6509,2019-10-25 05:24:58,2019-10-25 06:51:18
2014,6920,2021-12-08 02:50:03,2021-12-08 03:48:55
3626,4743,2020-10-28 16:33:22,2020-10-28 17:19:52
2605,6195,2021-06-20 02:17:27,2021-06-20 02:57:56
812,4150,2024-08-15 02:19:47,2024-08-15 04:03:02
2273,2067,2024-01-06 22:06:49,2024-01-06 23:28:53
4212,4711,2025-05-22 00:05:49,2025-05-22 00:18:31
1484,2520,2015-03-09 17:48:24,2015-03-09 19:21:41
3431,5376,2024-10-20 08:41:40,2024-10-20 08:44:51
3161,2396,2024-05-29 03:21:39,2024-05-29 04:37:44
2061,7707,1987-12-10 07:15:30,1987-12-10 07:43:47
3488,3281,2024-01-04 10:56:51,2024-01-04 11:28:10
216,3211,2020-05-23 19:44:40,2020-05-23 20:45:54
3733,1091,2022-05-10 00:02:53,2022-05-10 00:25:28
1985,1386,2021-04-19 07:31:57,2021-04-19 07:56:38
739,5892,2013-10-30 22:49:43,2013-10-30 23:19:51
4554,4044,2023-06-18 16:11:01,2023-06-18 16:29:58
2172,4526,2024-07-23 03:18:11,2024-07-23 03:25:02
184,7825,2025-08-03 17:50:33,2025-08-03 18:40:47
457,8325,2007-12-14 14:26:16,2007-12-14 15:15:54
538,8395,2018-07-29 08:34:04,2018-07-29 08:53:41
3434,1942,2022-03-12 03:59:34,2022-03-12 06:08:32
3227,4469,2020-01-02 01:53:45,2020-01-02 02:55:58
3650,6575,2025-11-29 17:23:05,2025-11-29 18:34:53
1798,4740,2020-11-23 12:46:41,2020-11-23 14:12:20
3212,2792,2009-03-28 19:27:49,2009-03-28 19:45:01
2594,5743,2022-05-29 16:31:03,2022-05-29 17:45:17
4782,5474,2012-08-30 03:59:45,2012-08-30 05:59:36
2702,3326,2020-08-01 12:43:36,2020-08-01 14:13:14
2749,2177,1981-06-17 09:03:39,1981-06-17 09:40:55
2980,2085,2020-10-15 10:47:10,2020-10-15 11:51:59
33,6802,2021-04-15 12:45:26,2021-04-15 13:09:46
3329,1097,2025-05-21 03:33:13,2025-05-21 04:46:01
3030,6637,2021-05-06 20:59:18,2021-05-06 21:25:23
89,4942,2018-01-07 23:54:10,2018-01-08 00:27:50
4127,1075,2021-05-14 05:19:28,2021-05-14 06:27:29
3273,8207,2023-10-30 11:36:08,2023-10-30 12:05:10
727,5693,2021-03-09 23:11:04,2021-03-10 00:50:46
72,3004,2016-07-02 13:53:32,2016-07-02 14:36:06
3364,3844,1993-05-27 13:54:21,1993-05-27 15:29:22
3437,8056,2016-01-17 13:51:42,2016-01-17 15:32:20
1324,6137,2023-03-06 10:18:59,2023-03-06 11:08:36
3412,7759,2024-01-20 11:56:20,2024-01-20 12:27:32
4189,3669,2024-11-24 17:54:05,2024-11-24 18:24:23
2631,6614,2021-07-19 04:06:05,2021-07-19 04:24:36
120,7628,2022-01-08 01:50:38,2022-01-08 02:49:52
708,6519,2021-05-26 12:04:08,2021-05-26 12:23:54
3472,3472,2024-04-11 23:50:20,2024-04-12 00:29:43
2309,6724,2017-03-26 10:05:55,2017-03-26 11:19:04
4601,5258,2022-08-02 11:40:09,2022-08-02 13:18:28
4584,8482,2022-09-28 20:04:32,2022-09-28 21:04:20
4652,1815,2022-05-05 13:13:00,2022-05-05 14:13:03
3151,2544,2023-01-27 04:42:09,2023-01-27 07:32:03
2164,338,2025-06-01 16:57:29,2025-06-01 17:57:49
310,4016,2019-08-05 03:17:17,2019-08-05 04:47:19
4179,396,2010-09-17 00:57:38,2010-09-17 02:00:20
3618,373,2022-05-30 03:22:31,2022-05-30 04:14:40
3660,6384,2022-07-27 09:00:26,2022-07-27 10:10:58
1418,8302,2024-08-28 21:57:20,2024-08-28 22:10:52
1170,2399,2025-03-10 10:18:00,2025-03-10 11:42:29
1323,606,2025-05-25 12:47:43,2025-05-25 13:16:42
3322,2525,2016-04-18 22:14:01,2016-04-18 23:43:44
218,4737,2022-05-01 18:27:34,2022-05-01 19:40:13
190,6541,2012-10-26 12:45:04,2012-10-26 14:22:54
4861,4359,1978-11-24 11:43:05,1978-11-24 12:23:50
2726,4689,2024-11-30 07:08:38,2024-11-30 07:56:03
3810,2742,1993-08-19 07:08:22,1993-08-19 07:45:41
551,5636,2022-07-01 01:48:24,2022-07-01 02:43:57
4283,2730,1973-07-05 00:25:29,1973-07-05 01:39:53
1222,5965,2024-12-20 10:23:58,2024-12-20 11:52:46
4355,4783,2022-08-19 00:43:49,2022-08-19 00:57:04
3557,3287,2023-09-30 14:57:48,2023-09-30 15:14:30
4853,5674,2024-12-29 05:04:13,2024-12-29 05:19:47
4421,6138,2022-02-27 12:11:05,2022-02-27 14:26:47
2976,3319,2020-12-27 08:59:54,2020-12-27 09:48:19
910,2641,2004-09-11 14:26:21,2004-09-11 15:07:34
3596,6631,2025-03-17 02:50:01,2025-03-17 03:56:58
4598,6138,2025-04-14 08:06:23,2025-04-14 09:16:44
2284,5234,2024-12-28 11:42:39,2024-12-28 12:57:15
459,8791,2016-09-02 16:22:19,2016-09-02 16:34:55
1612,4914,2018-01-19 20:11:43,2018-01-19 20:56:12
4600,6488,2024-11-07 17:12:05,2024-11-07 17:58:55
298,4474,2001-01-10 19:26:55,2001-01-10 19:58:11
1612,4672,2019-03-10 20:16:34,2019-03-10 21:12:18
2529,213,2022-01-06 08:48:10,2022-01-06 10:01:29
360,4399,2024-11-21 04:50:43,2024-11-21 05:22:59
16,7711,2025-03-16 14:57:24,2025-03-16 15:55:51
1056,4791,2023-11-11 04:38:15,2023-11-11 05:01:58
3345,2434,2022-03-25 12:07:02,2022-03-25 12:36:50
3779,3137,2024-08-27 17:13:28,2024-08-27 18:20:33
4891,3425,2024-10-11 02:26:21,2024-10-11 03:15:31
3181,1171,2024-02-25 21:01:52,2024-02-25 21:29:41
2443,8432,2020-06-10 22:43:59,2020-06-10 23:18:51
1458,5152,2019-12-24 15:57:20,2019-12-24 16:21:33
1191,496,2022-01-16 20:27:58,2022-01-16 21:02:39
2329,8253,2003-12-18 14:25:59,2003-12-18 15:00:06
3353,6899,2006-03-07 15:01:33,2006-03-07 15:27:32
4208,538,2020-09-03 14:09:29,2020-09-03 15:38:05
422,3257,2000-01-21 19:52:07,2000-01-21 20:36:04
4438,4154,2025-02-04 20:52:44,2025-02-04 22:23:19
683,1663,2022-06-24 03:27:26,2022-06-24 04:27:00
3596,7305,2022-08-22 06:47:59,2022-08-22 07:16:26
2249,2728,2024-11-22 07:24:40,2024-11-22 09:06:17
4030,6557,1964-07-03 09:40:17,1964-07-03 10:55:21
4528,5704,2020-02-04 20:33:05,2020-02-04 22:01:12
1777,1395,2024-10-28 19:27:53,2024-10-28 20:23:11
4611,8579,2023-08-23 03:44:24,2023-08-23 04:12:27
4394,3630,2022-04-09 07:55:30,2022-04-09 08:23:09
3259,2663,2004-01-26 05:10:51,2004-01-26 06:45:56
805,6035,2021-08-03 00:58:46,2021-08-03 02:41:11
