MID,GID
1376,3
3092,8
7127,10
701,3
242,8
6259,10
3872,15
8484,18
336,16
6292,11
47,7
8406,6
6799,2
3520,8
3269,3
2676,13
8256,16
6148,18
5652,4
487,3
2859,11
7389,7
2690,12
372,16
6348,9
7722,16
4229,6
7298,15
7299,17
587,7
4840,2
2647,13
8558,17
739,4
7096,17
4528,14
5472,8
631,13
8463,3
2572,9
5228,17
2795,5
6250,16
3501,20
692,8
4283,6
2820,16
1250,3
3260,14
8214,18
23,7
6057,4
7799,14
3158,8
679,17
7512,10
3879,16
3956,3
2854,20
560,13
6945,12
762,4
8718,17
442,12
2553,6
6538,10
7586,5
1924,9
4187,15
3015,10
4510,15
8039,10
2583,18
795,15
2061,9
6598,5
438,4
8679,15
5322,10
6645,12
4890,11
7707,16
5517,2
7341,1
4872,13
3763,12
4044,18
7321,7
864,4
5750,2
7657,8
4092,16
3094,10
4064,12
5899,20
2013,3
88,3
1074,14
5328,4
6387,18
230,13
6807,1
3019,13
3368,6
3690,19
3734,18
6013,14
961,13
7759,10
2040,3
343,3
7664,4
4033,17
6119,5
1181,19
2582,1
1808,4
608,11
6012,11
5719,16
7241,2
7012,1
4409,9
7762,5
5258,5
7642,7
7922,15
4898,3
704,5
7390,17
8202,2
3259,12
4772,18
8246,14
7746,10
4003,17
6621,19
6385,12
5404,20
4739,2
6132,1
4106,17
1671,4
6928,8
1505,16
4319,9
2169,16
2904,6
8456,12
3198,7
3068,10
3389,1
4115,5
3973,2
453,16
7537,17
1171,2
8466,18
1803,7
6844,18
6241,18
8420,16
6515,1
7921,16
1207,16
5314,9
1169,2
5479,2
4000,3
5453,8
3888,12
4676,13
5850,2
8111,19
5088,7
7767,11
3844,17
3081,6
1137,18
5702,15
2543,4
1056,19
7314,3
1403,11
6162,9
6307,19
5143,4
7654,9
1397,10
4652,3
6318,15
7728,16
3783,18
2613,4
7933,14
7222,11
14,8
6370,17
1938,17
4903,1
4163,14
3446,8
4257,14
5543,18
1626,15
597,8
5989,11
617,9
5935,1
2824,18
697,1
8497,6
2463,19
805,15
5876,4
6323,2
3395,13
4318,17
4946,18
7548,7
7254,2
445,3
8200,16
623,14
1666,2
3601,13
7828,13
5777,8
756,10
3425,5
8693,2
6038,9
1987,4
2864,3
3245,3
8048,5
905,2
8222,12
3383,13
3225,14
772,14
7584,7
2940,11
1384,17
3434,6
5364,7
3635,16
75,17
7153,20
6576,13
7996,18
3315,14
8734,16
5920,14
2396,18
7635,16
4477,15
384,8
6315,4
6410,7
6339,6
1321,11
5231,6
2218,2
7624,5
6077,3
6490,6
5155,17
871,18
2186,19
2074,11
5011,12
430,13
4850,6
202,3
8037,14
1062,6
4624,19
6649,10
2478,15
8357,14
8446,19
2386,4
2293,12
8142,15
7713,10
6873,8
4828,15
5348,13
2185,16
1423,8
4843,14
6054,11
7891,14
7290,13
5742,20
7927,3
7493,10
8481,13
2354,18
3262,16
6122,19
5590,7
3668,10
8640,20
4347,7
3519,11
4164,20
4913,17
479,15
6014,18
3894,7
4430,19
4608,2
3386,11
2053,2
1848,18
3881,6
8555,16
4554,9
126,5
5362,16
7699,19
6023,19
3867,19
7344,5
5100,17
3885,13
4808,6
216,10
3510,20
8108,5
220,11
1701,9
1875,6
3271,2
7139,18
2670,4
7023,18
5459,1
5503,11
1450,19
3800,19
2723,15
1013,4
8201,15
2944,15
8593,5
8126,8
7371,13
2677,15
7357,1
661,8
7112,14
1643,4
2767,4
262,8
200,15
7525,18
5015,11
6337,17
3459,4
7566,16
5856,3
4010,14
1184,4
5940,12
3553,2
4001,14
7597,14
8103,10
659,10
6635,10
1764,4
6944,13
3681,17
1031,14
931,16
5169,20
4693,18
4101,11
1334,16
5108,3
5681,14
5662,11
897,4
5650,18
8500,7
1435,15
4478,10
8007,11
8554,3
7043,6
8196,14
3591,20
2438,10
4821,20
2616,15
8327,1
3447,20
3002,8
1404,5
983,7
3192,13
1118,20
3032,18
3622,20
6325,5
7726,17
8523,1
8400,6
2369,3
606,5
662,14
563,15
3582,3
6532,10
1022,17
6715,20
568,10
723,14
8075,10
4555,12
5929,12
5924,11
7449,18
3928,13
65,12
365,7
639,1
8452,19
3104,7
3430,18
7458,8
6500,12
2847,13
3426,13
5812,15
2227,19
2277,18
7623,14
8621,10
8233,11
117,18
719,2
5152,10
5794,12
3187,6
8254,15
7853,11
209,9
6336,10
3685,8
8701,19
5175,1
4354,2
2828,10
439,13
604,1
4341,12
3744,12
4779,16
543,15
3990,7
8282,9
4672,16
429,18
48,5
4367,9
2920,4
2607,13
189,3
4589,3
1845,17
1571,10
2817,1
8071,15
3509,2
8485,4
7513,6
7283,16
7122,11
5542,11
4117,14
7663,7
5023,9
3989,10
6692,14
7904,6
2777,7
6644,8
8802,8
1725,9
1161,15
4761,12
2949,3
3588,11
6525,18
4002,9
3741,9
2571,10
3760,18
3627,17
7553,5
2809,14
8363,11
4311,14
3877,3
993,7
7780,11
4737,10
2544,9
1079,4
7409,7
7231,9
8182,9
7542,18
7287,20
7682,1
7956,7
2612,4
5684,16
4308,1
3275,7
2466,10
6261,13
319,9
7972,19
912,12
7133,13
6951,5
2008,5
2592,12
3392,2
4457,6
3506,3
1577,1
46,11
2921,10
6959,9
3066,10
7126,2
7366,2
2734,1
6841,20
4567,18
6169,19
7370,5
8043,6
3221,9
1947,10
340,9
1422,7
8315,12
1569,2
2181,10
1936,16
7878,17
7790,13
2547,20
1023,8
1839,15
7845,19
992,12
7425,10
813,7
3669,15
6504,12
5132,14
4804,7
3615,4
3137,20
4699,5
4258,12
5999,16
4539,20
5269,16
2584,8
8479,9
7216,3
4900,10
3289,2
8255,11
3950,18
5904,13
522,3
4612,10
5045,13
7850,3
7195,10
3613,20
1472,10
5112,11
5857,2
3603,2
8486,15
6601,18
4265,19
2226,8
8275,14
6188,11
5476,11
624,14
2022,17
8386,11
3963,4
2126,8
283,14
7374,12
4948,5
8531,17
300,11
1768,14
5374,20
1106,11
1493,2
3151,9
1018,20
4977,4
163,2
5896,4
3871,6
6678,11
4034,17
4368,19
2481,11
1658,15
1966,13
2985,14
5330,13
4134,19
6344,15
4487,6
461,17
1391,7
5519,8
224,5
2238,9
3832,16
3043,15
5609,14
8537,17
7412,3
3905,14
8186,11
3291,13
1694,14
8594,18
7473,1
3724,16
751,20
2633,14
6553,15
5208,19
2814,6
6697,20
298,19
717,1
5913,9
713,16
8553,10
2877,18
3424,18
2998,15
2646,15
5888,5
4183,14
6983,17
3639,3
3272,15
2308,2
4862,16
4983,10
8070,8
403,4
3228,9
4337,1
7120,11
4956,11
2895,1
5167,10
5105,17
3116,4
2533,12
4080,1
8324,15
8346,10
53,4
3804,14
7354,7
2707,7
3322,20
2965,10
7806,20
2079,13
5046,19
6922,15
3539,10
3662,3
5379,16
7245,3
8027,1
8072,10
6403,15
3345,3
2072,20
3051,9
2309,10
4491,12
8079,8
2464,1
987,4
1251,17
346,20
1246,17
2930,15
4067,5
1605,14
6183,1
7464,3
945,15
7360,2
8149,20
5376,12
2503,11
114,12
4773,13
3679,12
3391,20
3371,18
3745,6
244,11
1252,6
4473,10
4149,3
3637,3
646,5
8658,18
1533,17
4764,9
6117,20
5560,12
8772,1
1669,16
1917,20
3011,17
1850,18
7906,3
1732,5
1101,5
7564,7
2746,9
1998,19
8495,8
464,17
1212,6
5198,8
685,6
2352,20
8113,11
4801,5
5313,3
2605,9
787,12
7419,7
7804,7
1610,16
1843,9
4382,14
7630,2
271,3
3899,9
3054,10
5703,18
8006,17
7400,19
5570,10
3986,1
6102,10
2154,17
2727,1
8801,20
5083,3
8671,16
6326,11
5674,6
5438,1
6577,5
6994,20
1654,4
6583,13
8373,1
6295,2
2955,6
2832,17
5726,13
745,20
2115,2
3771,12
4714,15
4852,8
5646,10
7406,12
3142,6
6321,2
5618,20
1190,17
2556,12
7062,17
5393,16
6185,4
4339,17
2880,15
3955,7
5418,3
1053,16
5346,11
4417,17
2603,6
6198,10
5446,8
6964,13
6129,19
3212,8
4923,18
6700,20
7987,8
4803,1
3493,11
7839,14
727,10
849,15
4783,1
4196,1
6852,3
1202,11
6588,3
7509,19
688,4
7485,1
6665,5
3363,14
8384,8
4450,14
2343,2
6371,3
1861,12
5179,1
903,14
6827,17
5077,7
1037,16
3516,14
4523,18
1006,3
2799,1
6478,4
3113,5
683,20
6401,17
2906,11
737,16
3044,3
2056,19
743,12
8102,10
4121,13
2189,17
6904,7
8599,6
4386,17
5828,5
2060,16
7362,11
670,7
5131,18
4981,15
6043,10
8190,2
8482,4
1810,9
36,17
8660,13
4141,1
5727,13
5668,10
8047,12
8364,19
5676,3
301,12
6205,4
2728,12
6714,17
4045,20
1323,18
2266,4
2037,11
3789,11
3716,4
8425,6
4538,7
2714,5
1513,19
6423,1
882,18
4455,13
7097,4
6991,2
1359,14
1048,16
421,13
5526,9
3114,4
1491,18
7386,10
7540,14
3167,6
7471,16
1645,11
4328,19
7394,8
924,1
4533,19
3412,1
5318,5
3790,20
7992,16
2912,6
793,16
7258,13
575,18
3037,17
2470,6
4214,3
4271,17
512,4
1879,7
4765,2
6754,2
4659,6
6706,9
4014,20
2445,15
7977,6
2686,7
5410,12
3181,14
8707,18
4277,18
3180,6
8015,18
782,17
5658,16
5234,4
4499,1
7205,20
6716,5
5525,20
1485,19
2426,17
5047,18
15,1
3127,20
1133,7
5508,5
5121,8
4759,3
2068,19
6666,2
2900,2
1097,15
2760,18
1138,19
1337,1
6717,16
4820,15
7399,16
8169,15
8757,4
3702,8
4468,1
7011,8
8012,8
7622,15
8161,17
2865,15
6186,15
7923,17
5824,3
5235,3
5905,14
3508,16
7217,13
947,2
1061,10
5898,6
1128,9
1358,3
155,19
1800,6
1150,19
1516,15
8524,14
6623,3
5566,6
6552,16
6343,18
7094,8
3502,20
6415,1
612,15
6267,13
3450,13
49,8
8740,6
6865,12
6195,17
1774,16
8581,13
545,6
5648,5
3418,14
5539,13
8652,2
4490,20
8093,12
7225,10
6513,18
7246,14
3548,7
335,8
3831,1
7232,19
7819,13
1090,3
299,16
546,3
5513,9
4027,11
2842,11
6728,18
54,19
4674,10
4754,13
5065,9
4243,15
8414,14
5733,11
4204,5
1082,16
1916,3
1362,4
5796,8
4306,11
6009,19
7502,19
7674,10
7848,14
2687,4
2761,5
8049,19
61,11
7151,12
2775,1
8646,7
2748,9
1826,4
6896,13
7107,14
1067,4
5806,11
1780,11
6817,8
8077,13
7716,18
5370,7
2239,17
1153,16
6819,8
6839,9
1477,13
2014,1
2259,5
7776,5
8124,5
2103,7
1444,7
4829,5
3284,2
2693,8
1001,16
7359,17
6539,8
1269,9
6263,20
8614,1
4883,4
6652,4
7083,11
2789,20
7468,3
6543,14
5257,18
7673,17
6851,9
7289,3
517,20
5817,5
7364,20
2885,19
2641,10
3859,10
6686,19
2027,7
1853,12
3535,7
1968,4
578,14
5647,9
3710,15
4211,11
5268,17
2911,6
3927,16
1705,8
8143,14
6739,19
8385,19
1220,20
5038,9
3130,20
8415,7
1973,7
256,16
6979,13
4889,3
6962,7
7973,11
8089,17
172,17
8756,12
3715,5
5002,20
3673,4
3549,16
5972,10
3719,10
324,5
8177,7
2879,20
8158,16
4418,18
7061,15
3528,13
4928,19
4767,4
6361,13
6919,7
5516,8
72,4
873,1
3776,6
1962,15
2118,1
2780,14
6201,20
64,15
5134,15
2084,14
7568,2
237,16
1618,8
4988,10
7496,18
7998,5
5359,2
7279,15
7515,11
8342,14
5380,4
4007,2
2838,6
8361,3
7060,6
5520,6
3841,14
1622,12
1857,5
879,3
6447,8
8187,1
2294,11
3500,12
7930,4
2902,19
5980,6
7301,20
561,6
6512,18
3059,16
4894,2
4407,4
2035,11
7373,20
93,15
7286,16
129,13
2142,15
2946,16
4707,13
5119,6
4332,9
3982,10
5780,15
5622,15
7380,17
456,8
6790,9
7346,19
2601,7
3058,7
6710,3
6775,11
7863,12
1809,2
4591,18
2460,2
6550,5
4627,3
6228,12
3248,12
3472,8
4364,4
8619,15
8024,4
5357,18
317,5
5623,4
7116,14
4228,19
1784,13
8243,2
8760,7
2763,20
8296,11
7098,2
1603,6
3173,6
31,7
8210,3
619,5
3569,3
5080,2
1628,17
1179,1
2525,17
4640,13
1776,4
6961,13
5220,13
7573,17
6763,9
2442,4
179,8
6299,8
3565,4
5572,8
7794,11
4595,8
3837,19
5287,18
1532,13
7269,5
6791,12
3498,15
3617,18
5912,19
6376,15
6335,13
5997,7
4188,18
8389,4
6599,12
1009,3
465,18
5166,3
8023,7
6730,1
3078,15
7520,4
6747,19
1469,15
4517,8
833,2
232,8
4580,20
7788,10
6963,20
96,12
7140,4
1874,7
838,18
4323,20
7774,7
2947,1
2649,2
6571,5
4043,7
4868,2
2532,5
362,19
3769,16
194,1
2151,6
939,6
2623,18
6668,15
5072,13
5594,5
5271,10
8636,4
4480,4
7600,13
3141,6
4246,20
8312,4
4673,15
7765,13
8145,5
6203,7
4667,16
3335,13
2391,12
6177,9
1724,16
4479,2
4994,4
4964,20
1813,15
3649,10
1361,3
5959,1
7004,8
1997,6
3820,2
8377,2
7393,2
907,12
5411,8
2159,1
6308,8
3086,20
3057,13
1167,1
1763,20
5787,14
6319,18
738,4
2790,19
5801,17
2382,6
4757,1
5944,16
7599,13
5097,12
2359,11
511,1
4031,12
3543,17
4613,19
1385,11
5474,16
6386,19
5547,15
5451,15
6647,5
43,3
5493,2
2355,12
6831,3
6374,19
4669,15
835,11
1085,18
7606,18
8323,8
8271,11
5722,3
7227,12
8266,16
7698,5
7138,13
4022,8
8351,20
3318,1
700,3
3320,10
7331,2
6472,1
8188,7
4855,9
8450,6
8338,19
386,11
8731,20
6924,18
1686,19
3923,12
3597,4
2233,19
5501,8
7144,2
5489,10
5253,20
2225,10
2968,11
7813,7
78,17
6025,11
2994,12
736,4
5754,3
5649,16
293,11
3953,17
2651,1
2336,13
3858,10
1129,2
2405,15
1339,4
7939,1
906,1
3119,16
4581,16
7986,4
5599,13
5457,4
611,9
5536,15
6175,16
6182,18
6779,15
2191,11
4516,9
8710,3
3452,19
8542,6
7833,11
5050,7
4128,15
2213,16
3133,12
5256,10
7897,9
7851,10
8417,3
4544,14
5653,14
4467,20
2526,5
5,20
7924,7
2740,15
5377,19
3241,3
4122,15
337,19
1098,14
2643,6
3682,10
1170,14
8545,2
1878,2
2531,18
3170,3
3287,14
5705,8
7526,1
3304,11
7628,9
3053,17
2375,18
8359,1
2639,7
2768,20
7745,12
4184,18
6501,1
750,10
3176,8
4796,15
375,12
3420,19
5511,2
4150,7
7066,15
4924,19
1689,14
621,12
6104,18
4371,10
5985,1
149,19
524,5
4795,10
1017,13
4420,12
8725,15
183,4
3087,19
6683,9
7450,14
5337,10
3555,13
5838,8
407,12
4780,20
6096,6
5830,17
4154,4
1412,8
57,10
3485,5
7589,3
1160,5
6351,8
1870,17
3839,4
4626,4
2139,5
3115,20
6764,6
6975,14
74,15
5569,7
4726,10
4731,7
6843,20
1864,8
3408,9
8569,1
2672,13
3784,7
8310,5
4025,18
3921,1
6785,3
4344,6
8712,8
7827,17
2398,1
1270,18
4537,13
7037,16
7490,15
1708,13
5249,5
2905,20
3377,20
687,17
7405,19
6022,19
2097,11
1007,19
5629,14
7202,4
7200,12
7955,11
8440,9
2,10
5101,3
2977,14
2958,9
6397,14
6900,6
4093,10
6151,15
3281,4
7181,6
8418,15
8236,15
7755,11
344,20
1608,8
272,19
3448,11
4305,4
7644,14
1735,19
973,14
7448,14
2893,15
4393,9
2951,17
3417,19
4508,7
4637,17
8467,1
7714,7
135,2
705,2
8730,11
3020,14
4965,9
5549,16
7250,4
3393,7
3586,3
4751,4
513,12
5241,4
3134,16
1899,15
3129,12
585,20
4979,12
7569,12
2361,10
6452,8
2803,9
724,15
8283,16
3614,6
6912,19
1728,6
1168,16
1414,20
4692,1
5716,3
5803,7
4072,5
8028,7
1254,15
6580,12
6398,6
7361,9
4230,2
552,4
4322,14
5460,4
7345,7
1193,8
1631,12
1731,10
1647,2
5062,17
1642,11
4569,13
1473,2
4422,15
6123,15
2518,16
1744,20
8723,1
8416,18
6707,18
3909,9
1922,20
5383,12
2576,5
2586,8
1289,12
4259,2
1821,7
8307,19
6306,9
6355,20
7932,11
1258,18
3661,13
2243,16
3297,14
1927,20
3768,12
3150,2
7558,4
6558,17
8692,1
5645,13
103,2
3486,8
6650,12
4839,15
5586,14
7611,19
5104,7
4553,10
4577,1
2717,12
5148,7
7252,12
6729,15
3478,17
8798,3
8606,8
7113,11
7010,6
8259,16
8159,20
2337,11
7816,8
6231,16
1670,14
7204,3
1336,18
3451,7
5992,18
928,4
5522,14
3237,13
374,14
8248,6
3512,16
8746,7
2429,11
466,3
8180,5
89,9
788,18
7671,20
5605,15
8419,8
1203,18
5975,3
629,7
8018,9
3754,2
4826,17
2557,15
3194,12
8799,14
8803,14
380,12
4244,11
5981,4
8637,19
4540,20
1175,11
554,20
2367,7
4011,15
8408,18
3085,5
3870,11
3834,16
4750,13
1040,12
3826,12
2242,17
1617,20
3330,6
1456,13
4810,9
2845,8
8448,6
90,13
5990,6
7343,20
6214,5
1054,19
190,1
1119,12
3633,17
3146,2
1039,10
6732,4
41,3
7110,1
2028,2
4051,20
8445,6
2952,10
1814,5
8034,17
8441,5
3629,3
5581,9
6867,19
4269,1
1494,19
1595,18
6460,12
4199,17
6489,12
8461,8
2570,11
4740,4
8298,19
4169,20
7538,11
7165,12
4180,19
5031,5
4255,14
8765,7
7304,19
684,13
5213,7
8404,17
6286,13
1887,9
5515,8
1941,19
5773,11
2914,18
7650,20
3301,8
1607,13
7629,10
2207,7
2514,18
1370,17
2762,14
2085,10
5040,13
415,19
2177,7
3915,1
243,11
8557,17
6232,15
4959,11
6671,1
7135,17
4073,13
8780,13
6610,7
6854,14
2625,7
6493,2
6266,17
5282,1
1381,10
410,4
7689,18
4861,8
435,1
3948,2
4875,17
6590,13
6815,17
1831,6
5809,5
3677,19
197,12
5891,15
7617,13
3718,14
3749,16
460,1
8582,10
4388,12
2510,7
5420,2
1103,10
2187,15
2764,7
7187,8
6193,9
5738,7
1523,9
6384,6
4038,16
4596,18
5638,1
6514,16
6426,14
5559,11
4377,11
5392,15
573,4
5529,12
83,16
2043,6
7038,5
3249,1
3006,2
5091,12
1455,2
665,3
5138,18
8563,5
8084,15
8387,4
5655,2
7879,4
115,13
7565,9
5688,1
5863,9
6592,1
3045,11
5701,12
4105,13
275,8
5907,14
2175,19
6101,16
2270,10
7352,13
674,2
5976,10
3883,18
1322,20
2754,5
5627,6
934,1
4653,10
5934,9
4365,12
3201,11
3473,1
7441,5
1931,14
691,19
4190,2
3722,6
7811,19
348,17
7466,9
6956,4
8394,19
3910,11
2863,18
1788,15
7763,8
8509,7
98,7
5707,12
4557,19
178,5
102,1
1823,17
5659,3
6007,16
1717,10
2477,16
7961,6
2276,6
3017,10
5957,7
894,6
2742,16
2614,15
8173,9
5708,17
1828,3
8065,2
7326,10
5154,17
892,15
2423,16
4854,5
2595,1
3175,19
4133,15
8194,10
8004,1
6087,12
8136,13
4848,6
3822,13
5480,15
7184,20
1267,2
4760,11
1895,1
5063,20
8633,11
6455,5
2199,4
2425,17
8302,14
2057,19
7976,7
4564,14
4650,1
264,10
2698,8
8443,5
7044,20
2700,20
1712,7
2491,10
7007,19
2017,9
7465,5
5814,8
1629,19
3200,14
8391,11
3339,13
4725,12
3895,17
791,6
1766,13
7942,3
614,3
4563,18
964,4
3523,4
520,10
7472,4
6788,20
1668,1
7782,11
8325,8
2346,15
2388,20
4089,4
3864,6
5428,17
2216,4
8306,4
5642,8
959,20
7149,9
4745,1
6248,12
5554,20
1432,8
2222,13
7437,10
4702,17
5164,5
5753,1
2950,16
5320,17
5764,15
4718,19
5471,18
3250,16
3730,14
4966,17
6378,12
2741,9
7736,9
4646,5
3234,2
3056,20
152,5
5199,17
2122,19
6986,3
7549,17
5884,2
3120,19
8715,14
2631,17
8522,5
6812,17
4849,12
8314,3
5752,6
6809,6
1486,20
6383,5
5506,19
7814,18
6762,16
4419,13
2479,11
2798,12
7234,3
5375,9
1700,7
5321,18
452,17
6879,13
5133,16
3,1
5406,13
5735,9
2289,1
4026,15
4175,15
6771,7
3238,5
4762,14
4531,19
2621,19
3999,14
7454,11
3421,10
4606,9
3602,5
3590,3
7950,3
2692,5
2737,20
6855,18
2086,2
6936,18
6578,7
7785,14
6958,1
2736,13
4356,18
5173,15
2984,2
1154,8
3560,6
1346,3
1877,9
8184,14
4085,9
6853,5
8375,18
4324,19
2376,13
110,4
6283,13
1197,3
4899,19
2402,17
3797,8
8532,13
3700,9
6863,7
2281,2
1149,15
876,14
3891,9
3652,10
3554,12
6507,6
5212,8
2190,17
3076,13
2406,11
3311,11
250,10
2318,3
6389,3
1349,7
6559,14
3720,3
2640,20
508,4
4794,4
175,5
6393,16
2330,4
1758,2
2513,13
92,3
677,9
4615,14
3206,20
1091,2
2149,1
2174,19
1619,6
3968,11
4713,9
2160,16
2374,2
821,5
6086,15
4358,14
8729,3
5029,18
2078,13
7429,19
3575,10
1524,1
7052,6
322,6
3157,8
4827,13
1434,6
1793,5
5829,6
7527,7
7858,15
8670,2
6947,13
1437,11
7224,11
950,4
5878,10
3897,13
580,19
7612,12
8483,11
1255,6
8156,12
8705,2
4304,16
8673,18
7021,12
4888,5
169,13
4758,14
1236,9
5195,11
5157,8
3439,19
673,19
1856,12
8686,2
2964,9
1623,11
1782,14
7318,3
6234,16
5103,6
156,3
7507,6
397,17
6155,4
3209,18
6898,10
1086,3
7653,7
258,5
6546,10
3505,12
8052,7
1495,20
5135,20
2567,18
6407,2
8138,13
6448,20
370,9
5069,13
3444,15
3708,10
3751,16
3095,19
5303,5
2552,2
7421,13
2120,10
3025,13
2811,13
1673,7
7994,12
3957,9
6196,15
1792,5
5613,5
633,16
7176,11
1087,15
3164,12
4423,5
7651,8
970,10
1920,3
8549,6
5294,7
7723,11
1489,18
1871,9
6957,8
3308,3
3862,1
7729,4
3676,12
4264,3
304,10
952,14
6115,8
5657,19
5582,5
1796,19
8376,4
2172,12
7997,1
3406,16
6,17
3258,6
3756,18
3641,3
4521,7
1789,6
7350,13
7551,13
664,14
71,12
6564,1
3966,12
4435,8
8198,12
6628,3
557,6
7261,13
7041,13
7297,9
4015,2
1306,8
3099,1
6366,20
3935,19
7186,1
8605,15
7856,15
8066,6
8736,11
170,5
3475,13
8232,4
4459,11
1960,4
3102,7
982,5
1600,7
4811,3
8181,13
5867,4
2300,20
6930,11
2065,16
3939,19
5082,18
5000,7
6249,18
6569,16
3061,10
3765,11
7884,16
2183,3
7093,16
6648,14
534,10
3071,7
6876,12
676,7
8566,16
4297,4
2140,9
3188,17
4329,16
247,11
8179,15
5229,17
358,8
4584,11
4281,11
446,20
1221,20
5216,3
5444,16
2667,15
3300,16
8502,17
8105,13
7016,6
3848,2
4831,10
1672,8
1786,17
6864,12
4978,10
6465,7
3900,8
3305,16
7619,11
2023,3
5106,1
1198,6
204,4
2915,10
1958,10
4282,19
5078,17
5746,3
3600,6
7143,14
7523,12
6690,2
6373,10
1123,11
133,18
5361,19
2076,5
1283,1
2624,12
1588,5
2488,6
2377,8
6464,15
8313,11
5514,6
4336,14
5400,8
7965,10
6840,7
2333,17
6360,2
4042,19
666,15
5130,16
7925,2
5351,20
1341,6
6474,14
8349,16
4781,14
1225,11
4995,7
1178,2
6363,14
4071,16
4284,15
3755,8
7074,3
6664,12
6237,14
3029,13
7051,18
2706,4
2755,1
2005,20
6954,20
4233,7
4679,14
681,16
7296,6
5540,8
6091,5
8269,1
7866,17
4633,17
2934,12
3761,10
3294,20
3355,9
1542,8
2931,10
551,7
1125,13
8086,16
2738,8
2596,12
8132,14
2843,1
3764,14
553,5
3257,18
4869,3
7396,10
3827,3
7002,2
257,2
752,6
168,20
7124,16
444,20
6703,19
8305,9
5188,2
1692,19
3075,15
7226,13
4940,7
5666,6
4550,20
3829,7
5723,5
7327,9
7212,11
858,4
5748,13
1578,18
2165,20
7860,6
4777,5
6251,7
4744,12
7277,7
911,17
7824,1
6918,11
3184,19
482,4
2018,14
7368,10
6886,2
2432,7
4786,9
2618,12
1162,12
4147,15
5481,15
5922,13
7410,14
7852,19
13,7
706,11
5948,6
2272,6
2997,15
8347,19
4349,18
76,3
8421,2
572,17
3814,18
3531,7
5632,5
1292,8
3035,9
1915,8
7214,13
8253,17
7492,2
7574,15
3647,6
2697,19
5075,16
6364,18
5304,18
2162,16
1614,14
4732,6
2889,16
3028,8
8741,6
7150,8
4603,3
1860,14
714,8
7069,6
2599,1
7032,11
3145,15
8742,14
6064,1
3233,20
111,5
4687,9
7563,16
7170,11
8457,8
6496,5
5502,2
2021,20
1586,5
6272,5
2220,6
1309,20
4096,11
5774,11
3705,9
182,11
4925,19
1719,7
6353,15
4514,20
3177,8
4957,10
5156,20
8525,14
3171,7
6719,3
5017,18
7024,18
1333,12
6870,13
6333,15
5584,6
1677,14
6897,1
1454,19
1356,14
7210,20
2856,9
4607,18
2787,14
7413,11
2435,11
448,5
6482,5
2347,17
5877,1
2935,4
4634,6
7912,19
2409,10
4454,16
7874,5
6016,3
2936,5
2307,13
3860,16
3727,11
3005,7
5741,18
3334,14
1590,3
3091,19
4682,3
2657,10
6200,9
1026,2
5484,6
2136,19
7516,4
8295,16
4823,15
5678,2
5371,6
4235,17
689,4
3541,16
5095,20
5369,17
1451,19
5172,5
2797,1
1703,11
5373,3
5494,20
5463,2
2192,2
2559,20
6933,20
3390,15
7705,3
741,16
1327,3
3283,7
8252,17
7408,13
926,19
5049,4
4223,6
2404,18
7738,11
6942,4
938,11
5118,7
2394,1
759,17
2816,16
5217,15
1329,12
2012,16
7196,20
7273,4
7690,11
1785,17
7411,1
4721,9
6524,19
8641,15
5870,6
3268,3
6833,6
6759,14
4684,15
3666,16
8213,10
2857,8
1060,1
81,12
2250,6
7567,20
2652,12
5416,7
2620,12
3585,8
2416,2
2244,15
3208,18
8268,12
7631,13
3105,4
5432,1
4909,20
4876,2
8380,8
6458,2
7669,18
1548,11
2566,20
2297,19
6218,2
3589,6
3861,10
2049,5
6923,15
3230,4
7882,11
424,8
6486,15
985,12
8540,11
7618,3
5955,5
1155,4
4036,9
1562,15
4642,6
806,15
7397,20
8472,10
3286,17
7576,17
7893,19
3243,11
4421,5
859,18
6066,15
4643,16
1466,17
62,2
1589,3
720,11
1319,10
8574,4
4342,8
8281,10
7703,6
8076,6
4663,8
7517,18
6382,14
7174,8
5436,7
6143,16
2459,10
1059,8
5755,18
4373,4
5089,1
5831,20
8276,10
7769,17
2440,5
2403,5
920,15
535,18
4858,1
5037,7
6396,18
217,20
2350,8
7668,9
8630,3
1653,18
5386,14
1983,18
8696,20
7121,6
4500,13
3088,1
3817,20
7539,20
6334,15
2574,11
4270,13
7712,9
45,12
5237,13
475,7
1307,18
1126,12
937,6
7797,11
7071,17
7501,16
4548,8
3675,18
7836,8
8454,3
8148,13
7522,8
1447,14
1903,17
26,14
5969,6
2275,7
1042,2
5102,15
1640,1
4398,1
1740,10
387,9
3290,12
539,15
8091,19
8085,19
8702,13
4735,15
4878,11
6408,9
5771,10
8721,1
2967,3
2774,16
4837,15
8367,13
1584,13
1229,15
3359,14
2399,11
4464,14
796,16
5443,3
6877,15
8490,4
2082,14
5096,3
8237,20
3481,12
1316,8
6208,16
1833,11
3136,14
2619,12
6032,19
6206,7
3220,9
3122,17
809,18
7353,8
4534,6
2675,8
7632,3
188,9
1378,18
2719,2
2032,8
5568,7
2054,2
6399,2
4874,2
7990,10
4814,19
7192,12
6056,19
2345,12
5465,1
6103,14
4315,17
86,12
6107,4
5978,11
3293,3
6608,18
6063,5
4137,4
4655,4
5709,17
1715,14
4177,19
7030,19
4806,13
8167,3
5425,8
5697,4
7272,13
5250,15
8480,1
7672,17
