SID,MID
131,1133
3,5477
37,107
68,8723
28,6423
32,6721
94,7305
136,5279
16,7379
6,2212
2,4975
165,5969
78,5669
186,3969
51,2746
30,7946
145,7676
122,1300
90,5647
100,1008
39,854
2,1214
135,3801
9,7740
192,66
197,6523
131,2419
31,6103
161,1033
39,5878
61,5377
6,914
25,4785
107,8224
115,1651
170,1582
77,5441
8,2731
186,6134
129,1983
190,6133
64,6178
164,8118
30,4748
140,720
125,4902
184,3871
194,2297
46,2720
75,6090
47,1975
189,4839
68,4991
124,4557
92,8601
177,7559
112,8653
28,746
94,993
70,4650
151,6864
34,5844
74,3976
120,4897
161,2665
86,5639
117,5124
26,8627
104,832
159,2451
179,1594
3,5848
41,5060
11,568
142,7934
52,6315
162,8171
172,1435
82,5811
190,5619
15,7669
100,691
123,5925
15,2329
159,1396
120,4819
114,4137
63,6418
115,298
50,5297
143,878
103,5809
187,1150
165,585
59,6037
177,2108
115,764
173,6394
157,7624
140,500
156,448
177,889
89,2249
147,2429
4,5522
164,38
104,5637
192,7456
43,3846
97,3048
154,4720
24,1569
91,5197
49,6581
114,2861
127,8268
156,4872
128,2467
14,4693
96,7777
198,8504
15,3166
183,4033
110,1920
182,2858
113,3728
81,532
164,5738
169,62
64,5179
117,3747
129,894
195,7927
195,7765
167,5881
152,3440
79,8780
56,2013
139,7687
160,2369
80,4841
189,3033
140,7826
166,6225
174,4533
104,8011
109,5016
92,5892
102,3403
115,4320
66,3872
15,3636
96,7405
149,2929
174,6277
191,4083
126,7007
66,7987
168,6239
10,5563
144,4141
24,8227
46,2792
40,1223
198,7249
143,192
184,4989
63,992
21,4203
33,4175
6,6795
125,3255
40,4027
55,2863
196,8346
104,7531
177,924
181,220
121,1197
70,6914
86,7206
136,7338
111,7879
14,6979
58,6544
146,2440
54,2692
186,8511
103,8584
114,4047
113,7106
99,1311
58,3234
167,2922
83,3206
29,4065
34,721
33,2942
8,7059
141,3724
50,4878
14,7886
143,1807
196,880
139,203
154,1961
29,767
19,4842
176,2061
5,6448
149,7289
93,4050
48,4184
125,2073
55,5610
29,722
113,6307
11,8058
3,3433
175,5059
116,3158
55,3029
195,2552
154,1581
142,2706
182,7184
158,7089
199,4058
56,154
148,1228
48,6565
91,1420
190,7501
126,1109
21,1654
62,545
176,1172
16,6455
82,904
138,4636
73,6165
126,6122
3,6666
36,7617
42,2708
39,3148
89,3954
159,3019
178,7850
119,2932
134,1166
19,4222
135,6776
69,116
98,1778
146,3826
143,5823
28,1751
176,4482
52,6761
72,3641
147,7530
14,580
96,8686
22,3616
14,3434
43,5660
150,3964
113,502
101,8787
89,3099
192,1191
119,2136
173,7566
177,5955
66,8799
78,4263
132,1053
155,7205
163,6924
131,788
18,3879
189,5066
103,1070
53,572
55,5249
51,1020
7,5509
24,8111
192,5678
10,7034
127,1040
30,7442
31,2710
16,7569
41,7121
169,4756
65,1507
7,1966
172,4116
16,7778
141,5443
90,5506
30,2393
131,6635
138,8034
5,3189
61,5663
185,3032
109,8116
127,3228
96,1259
158,4854
48,4640
70,447
91,8114
24,5459
155,5224
186,3820
123,6273
101,6577
95,1335
125,4801
48,4386
189,4198
132,184
105,2648
165,8792
15,1503
98,3975
198,6640
87,7746
76,4308
187,1445
32,1692
188,3937
176,5555
62,991
54,5045
127,852
33,4351
61,2098
3,5187
6,699
116,6356
123,7613
32,1241
180,457
19,3301
123,4488
125,6805
113,2208
6,7794
31,2462
164,858
142,678
140,7517
186,608
137,3077
61,4524
144,1340
170,6942
16,1163
122,7633
126,1451
155,6093
116,7801
153,6703
148,8606
153,4015
119,486
70,7585
182,5521
168,3700
159,4205
121,2790
86,609
115,6819
36,4042
80,4556
111,5072
130,1793
195,906
66,8657
28,1381
100,987
177,6832
95,2433
94,2816
13,2892
40,378
14,5492
112,5967
141,5083
130,3211
197,4001
179,5599
58,729
67,6005
140,2667
79,3016
8,1140
137,2548
166,3965
133,2484
95,5767
192,148
185,6860
115,3996
6,7949
135,3933
141,3467
4,1663
74,6240
8,1759
59,6614
63,7739
25,8467
150,3208
18,1282
1,5412
154,85
139,1044
133,7493
4,549
47,1613
198,6852
107,6991
59,665
68,2572
36,8662
10,1562
40,8462
177,4142
161,3121
88,6452
20,3264
77,5404
31,6010
109,1465
179,7583
124,7222
40,1141
196,3935
187,3457
189,6387
6,7495
198,7998
43,5337
103,5933
152,8141
61,3916
50,4348
64,1153
199,635
148,5274
142,7127
106,4999
66,3751
141,8457
142,3577
110,6829
156,4645
104,7021
157,7036
56,8755
70,5843
78,6867
16,2220
112,245
105,6483
120,7834
187,2206
40,2736
113,8775
112,6976
76,2335
120,5029
119,5873
107,3201
16,741
93,2993
190,1735
137,3161
36,2671
28,1954
193,8409
132,1016
59,7960
176,1043
50,876
47,1641
130,825
131,783
198,3574
152,2844
117,5703
115,1175
89,8355
63,5306
49,4832
106,3058
41,5040
196,4938
45,7547
85,7839
21,2544
65,816
153,3001
17,6449
158,3017
172,1218
189,6813
159,8244
139,5307
87,133
6,6489
24,8230
75,4542
58,1862
132,2772
6,7790
56,768
98,5644
128,3917
67,1490
156,4089
114,3645
178,4681
111,1538
43,8216
181,896
38,4143
18,6199
106,7168
10,5641
119,377
5,1272
144,7990
123,7102
107,3873
34,3782
10,7155
91,3818
64,756
73,840
28,2315
45,7838
2,2810
71,3329
184,5475
69,4038
92,8393
99,5640
162,3718
20,7412
150,593
200,5622
95,5142
41,7352
167,6287
58,1261
109,309
21,6673
96,1770
148,6977
15,1553
173,8321
187,5924
92,592
119,862
153,1910
161,1495
23,7169
95,2879
134,2673
95,5294
80,6511
153,4560
57,7196
129,4217
200,6025
199,4353
3,1501
145,5772
63,6058
2,355
73,1277
137,8398
109,8700
14,2614
70,7539
181,4283
43,6764
133,6128
13,3575
89,821
156,7902
41,2821
176,4257
133,4133
166,2791
190,8695
160,3998
157,2859
3,1127
157,8303
145,6245
51,321
26,7650
16,1161
94,8142
130,775
28,925
26,6601
199,589
136,167
121,5064
174,1331
117,8548
32,2407
122,3012
129,358
192,6572
154,909
144,4682
67,505
58,379
112,2321
94,5676
179,3308
66,6872
183,2138
175,3423
6,2346
157,77
84,8500
138,6940
188,2179
131,4711
156,5087
132,3899
169,6049
128,7799
180,3908
138,6172
51,5100
146,6395
108,3557
126,3216
147,3439
186,3180
19,5041
50,5495
72,8130
56,1988
12,1860
46,2846
5,1906
58,3147
183,4651
15,5391
140,5356
147,374
33,4416
84,6446
172,2843
56,3733
143,8326
175,8634
80,2400
99,6066
16,6142
3,1680
8,5345
49,3140
121,3191
49,2263
147,8087
24,4929
131,4544
79,181
71,34
182,3744
158,6600
13,7555
11,3791
12,7492
113,4555
92,757
64,5911
158,1248
184,8231
12,1349
105,8578
130,3652
106,3300
125,2323
45,4508
187,7802
42,1076
52,3546
148,4299
132,7956
100,2535
42,7166
133,2004
12,3109
179,168
73,8239
100,5244
15,138
134,5104
50,8081
184,5149
71,971
68,5524
99,2452
134,5864
61,5208
55,304
49,4326
35,905
3,5180
147,6741
79,5152
49,7775
3,8588
5,7000
51,6811
43,1421
159,5076
52,2226
53,3238
25,3081
196,3287
190,5708
28,4825
130,2119
147,8424
138,1997
60,5470
147,1762
2,3857
12,4526
200,7773
194,4948
35,1737
178,1603
184,4233
178,5225
48,7610
101,4532
128,7224
195,2788
196,6927
43,4622
178,1716
112,1006
175,340
72,1802
29,3248
178,6641
139,1488
14,4647
52,4455
62,8774
151,8797
177,3471
193,8296
128,2201
73,101
76,6256
192,2693
177,6414
151,5293
41,4565
40,8077
160,4794
176,4055
87,2689
156,8091
60,5229
190,4660
31,7822
155,7427
146,2041
39,865
56,2375
121,6204
188,6643
122,1937
147,48
152,5347
91,4260
40,2356
198,3739
171,3921
84,230
100,6874
108,7046
56,5147
34,8391
69,1307
19,942
143,3551
123,5034
94,6952
138,6464
48,6789
60,3334
141,2800
71,8637
184,5448
31,654
93,6241
62,354
27,7789
62,4925
136,5291
31,2464
78,1081
163,349
87,8648
56,5396
85,2234
152,8289
124,6166
130,7963
96,8043
68,4623
17,4069
122,7638
58,1256
123,251
153,6290
190,6726
44,4898
102,6737
73,4019
153,1769
84,5734
43,1315
194,5246
62,1544
116,468
8,3169
1,6205
72,6730
189,5752
65,4909
87,4766
197,1841
20,5250
131,944
30,7402
148,3481
158,7818
180,24
110,8642
1,1122
115,8228
83,712
122,2569
132,1777
172,4990
1,5033
95,73
136,8608
84,7331
146,5890
3,4101
168,5975
2,5086
131,4935
101,3273
127,2853
49,4661
77,1632
7,6499
29,6660
9,8229
150,5200
6,5952
112,3348
132,554
20,2260
126,8197
22,4365
55,2666
147,587
175,5706
96,6147
76,442
141,2804
11,5514
139,3639
115,7428
146,4634
117,5696
81,2164
58,8415
16,7150
170,4344
41,5715
134,2998
97,8453
117,3656
85,7598
144,7758
153,74
104,8372
66,7450
36,5826
108,5282
60,649
88,7342
35,8412
163,5326
85,5360
81,4691
188,5996
8,1923
147,6844
199,3381
105,386
103,4334
87,1393
197,6417
7,1672
115,3100
151,195
145,4450
126,7693
164,1838
199,7730
59,8765
156,5920
128,637
35,7329
132,274
154,7285
66,4770
11,6089
192,3009
28,3696
99,2745
4,3175
88,2008
148,1685
173,1042
174,7372
74,6598
23,5550
58,5420
73,1761
91,4662
85,6868
178,3487
163,4080
145,8297
96,7749
1,3286
48,4313
20,6466
86,5979
109,760
113,3980
143,3572
174,5235
51,7485
74,7892
181,2347
42,4876
35,901
114,4614
37,1061
33,1280
132,5739
6,6473
44,881
36,428
44,1638
132,6682
30,8316
41,7586
171,11
47,3851
162,548
150,4226
170,7027
53,6017
89,6173
27,2172
50,5252
41,1897
64,243
17,6434
141,1145
126,5590
172,6011
182,7828
130,3540
184,1883
138,1097
150,1494
137,8358
175,650
55,459
61,4221
122,5682
161,5989
58,6226
47,7675
72,716
94,4051
168,2957
94,2627
184,3335
84,2115
81,7806
41,2590
187,8479
112,2841
142,1460
193,76
107,4285
93,2485
182,5471
51,2437
67,2079
96,8144
187,8362
131,56
97,873
63,7630
9,7181
198,8767
44,5571
99,4324
53,143
92,5140
184,607
174,1609
182,5572
161,6233
38,3942
66,7523
154,3190
39,4882
113,7703
113,2374
132,1422
56,2089
69,633
48,622
176,2608
82,537
195,1537
146,2887
16,2658
30,8169
120,4332
191,256
94,6630
15,4668
196,5813
184,578
97,8600
115,2486
98,3932
128,2300
27,5130
45,4747
58,5261
60,3869
21,8458
67,2397
91,7221
43,6013
159,2556
16,7562
27,2224
38,5586
152,1483
20,895
65,4349
59,3946
37,2803
116,3821
71,8379
117,3962
77,4487
198,4011
118,6766
104,5574
131,7678
89,8537
136,951
185,267
102,534
25,2553
166,2487
91,2781
117,7461
67,6615
40,7336
119,129
180,3524
101,5838
117,4601
66,2366
5,2085
109,1509
175,6980
59,5783
13,4060
128,131
77,1111
43,3924
98,4738
54,7947
171,2581
63,5717
164,4708
33,1148
160,6077
31,7620
47,1918
181,3579
171,581
93,155
67,7414
122,1999
124,6154
194,4378
130,8238
19,1965
139,8163
49,8064
11,145
91,2826
143,2314
51,1627
185,1170
53,1798
139,3563
44,6636
124,6747
149,6550
143,979
135,2070
175,2838
197,3549
11,5378
49,1821
118,5316
28,4043
39,6349
125,2030
187,5646
200,7404
61,6460
190,674
4,4399
57,7084
161,5732
181,3252
69,7873
198,6168
40,4056
152,1599
126,6001
30,8676
175,3803
152,3623
181,4162
48,8737
162,2251
174,5730
61,2131
121,8491
100,5867
162,5656
61,6280
198,3854
86,2968
35,1601
178,6179
138,3599
153,7545
141,7706
7,8569
35,4793
158,2337
22,7509
180,3582
58,5395
58,3454
157,2618
126,4914
136,1551
110,6357
31,141
184,7327
113,781
68,4123
119,3991
149,8549
187,8739
63,8673
97,7607
172,196
176,5504
46,4094
152,6575
128,6542
50,6625
167,69
102,3654
183,4931
157,6016
163,4341
55,170
189,6718
120,963
173,3769
121,6035
59,2978
71,4425
107,162
8,95
118,6738
53,679
132,2382
173,8308
121,5527
15,7356
167,6932
7,3997
44,1436
96,4397
197,2385
196,981
51,1616
124,2822
168,5375
189,620
75,4717
58,5651
38,829
116,2956
155,2727
25,407
26,5561
178,2145
153,4874
23,3688
99,8622
78,2230
17,6100
174,6866
94,984
26,4643
134,6296
70,2786
132,5624
75,106
58,4139
184,1542
117,4836
48,4743
100,2294
5,785
31,6495
31,409
174,4751
168,5444
188,4008
34,8763
70,603
31,4363
190,7588
109,111
184,3556
10,5869
106,8718
135,2951
10,2320
119,4993
141,186
179,7981
52,7151
152,8204
179,6955
119,5539
34,8157
73,5313
199,4275
33,4637
134,5048
81,7868
80,2050
154,6152
83,3691
116,7728
84,6291
132,4888
92,8589
163,5653
125,4420
36,600
167,1699
191,7636
18,6861
139,7247
127,6885
66,279
58,2795
193,2240
168,5438
116,2461
192,3272
184,1238
89,7742
111,2840
114,242
155,4409
137,5886
198,6768
190,5422
172,156
96,5770
40,7069
146,7119
31,8557
105,5409
125,2928
115,350
36,8312
144,506
92,1371
198,5351
81,8136
118,2143
125,8152
105,3447
11,2622
18,1208
45,1171
26,7748
117,6421
67,8761
39,4265
11,8607
38,7436
147,1555
8,4061
85,8502
52,4958
54,3620
197,6317
127,1271
126,531
106,1831
132,7001
28,7156
159,3402
81,8345
64,1467
127,7705
179,4857
145,5198
52,936
126,7341
63,6026
153,4826
53,4669
91,6533
72,1511
89,4294
138,4443
87,6596
72,1477
187,198
185,3227
94,5028
197,6931
50,7322
162,5133
70,1972
44,420
91,5292
132,3037
27,208
166,6042
52,2811
80,2036
168,7830
189,6822
198,2894
76,8008
50,7923
135,5144
199,6669
74,3893
117,3953
55,4171
174,1386
88,3165
77,4107
154,3141
129,6109
70,4422
164,869
80,4873
21,6560
63,782
1,4576
50,800
52,1055
38,13
136,7293
7,2510
200,8615
27,3805
147,2275
65,200
26,851
42,5817
166,8201
107,4327
51,1029
187,2643
45,4100
141,3856
33,3638
185,8182
28,9
133,5787
18,8515
32,6716
50,2759
198,123
67,7118
15,2219
5,5681
47,4104
168,464
36,6797
61,4629
136,1528
30,2589
142,7696
107,4092
9,3897
51,4956
70,1299
49,1950
36,7654
99,5407
39,8040
5,3470
107,4077
36,6918
136,402
84,1156
131,2200
38,3715
68,7273
94,2674
19,8759
26,5580
24,1301
198,7310
181,6519
196,891
59,2984
138,6265
188,8166
16,557
90,8474
200,2896
68,7955
145,6302
146,5219
150,3837
129,7344
57,7738
160,6763
133,1310
73,3013
171,527
11,872
87,1948
117,7542
170,4821
19,6692
31,877
145,3024
162,8528
28,6069
62,1385
14,6223
15,3740
85,7390
84,3339
25,2503
106,7274
50,849
130,4581
26,4966
12,8433
193,1636
41,515
133,754
2,2518
70,689
58,263
75,8742
180,2615
171,7819
100,7488
140,4
191,5156
54,121
106,4922
91,1131
62,3379
15,3788
175,2120
146,5042
139,6167
134,4519
197,1960
107,4573
27,5758
54,1668
117,2911
3,7483
118,4896
160,8165
122,4418
28,6923
20,6044
124,5417
57,5538
174,4174
159,7552
64,3667
73,2307
183,7707
79,2850
126,8754
151,7664
66,5552
149,7098
55,6559
103,2496
33,7809
57,8776
160,6950
39,7769
102,1753
49,8018
151,2543
34,2332
44,1752
34,4644
173,5510
34,6480
50,7265
90,6052
184,8535
135,857
135,5554
41,7590
187,1202
72,1059
172,8213
195,2018
145,1317
33,4337
71,3541
179,3629
185,7175
54,161
59,2849
39,968
71,3225
137,730
13,3926
152,8571
137,2190
57,5963
178,2112
60,3963
159,6919
92,1725
114,2328
200,3825
3,2534
43,2540
9,6701
110,286
44,2252
131,6876
103,8146
183,1890
156,2100
117,36
75,1959
71,1852
31,4559
95,2558
170,4709
197,320
99,8509
174,988
174,1884
103,6131
80,7464
66,7920
151,723
1,1573
152,2856
145,6653
140,8106
112,3133
116,1341
42,6634
91,4239
59,2130
26,3065
184,684
102,1253
128,3015
107,1625
190,3886
8,8248
64,8070
187,805
193,874
93,5280
130,2946
148,1012
195,6183
180,4479
106,1348
128,4135
65,8768
72,7366
102,8538
106,7751
170,149
67,5405
115,577
94,6823
126,8592
91,4074
181,5916
194,8172
144,7411
187,7645
67,4372
160,7908
157,5486
54,4594
152,1849
14,2435
105,4982
139,3806
112,8298
143,1237
87,2713
65,7984
166,2725
77,6705
176,5311
170,809
107,1851
197,1476
156,2567
176,8621
102,1423
60,5299
113,6848
11,4389
63,7766
38,6132
19,6728
14,2620
5,7864
139,6781
29,180
125,3010
100,4480
95,8518
171,2860
135,4244
94,1877
19,7884
132,1653
76,3722
175,6767
193,3753
22,6484
114,8630
60,1733
81,1291
95,5816
146,2770
102,7997
32,6015
47,6482
132,4390
199,281
182,6654
161,6933
159,3313
75,6627
21,8103
149,5940
31,4782
118,3465
182,7256
37,3464
63,916
64,4305
125,3293
4,8807
90,5903
127,3527
161,5847
107,2281
109,6810
99,6680
7,2325
182,179
116,2121
143,3480
90,3298
99,618
176,6074
9,3807
125,4511
158,6222
127,7191
153,8470
16,2793
197,6158
117,2654
23,1543
147,3400
178,7713
112,4676
90,1482
120,2506
32,2466
110,2273
95,6824
132,4024
120,3768
45,4879
33,7038
126,6459
45,5240
176,5960
144,6818
112,6843
137,5181
41,747
100,7727
61,4406
182,3044
3,8465
42,4740
133,6121
31,3424
163,1297
110,7212
61,2495
157,1535
181,7622
147,1015
178,2302
160,2721
33,1177
145,6331
93,7103
55,7187
10,7761
14,6160
167,6269
141,6217
46,308
139,163
167,1143
191,4885
182,3597
117,1678
27,1921
36,312
70,7916
87,4082
51,5765
131,1456
97,5971
156,150
156,8562
157,4646
170,3415
102,1072
100,2678
91,8251
185,3497
108,8006
87,6346
43,2817
94,6301
192,1014
183,2901
44,189
49,8485
81,1283
29,3103
91,7721
1,5300
87,4789
75,8161
72,7521
45,7262
118,2057
103,290
24,7595
81,742
71,44
132,4833
10,6702
121,3106
5,1308
68,7940
197,1974
175,2370
108,6792
178,5484
52,8745
18,8434
31,8177
147,7167
28,4486
142,7983
198,4863
108,344
46,3171
38,7772
149,7919
88,8691
178,5424
109,4197
29,7623
41,297
87,8446
56,4236
132,4157
198,3490
164,3418
44,1392
148,28
18,5101
154,5194
129,8692
118,489
20,8706
183,2655
81,2469
192,6190
25,6112
184,4980
50,7406
151,8273
82,8684
117,2420
98,602
188,5691
16,7471
16,8455
125,8726
125,2069
126,2798
57,6597
117,6945
64,2501
159,5132
152,4087
103,6004
12,870
79,6785
42,2093
22,5371
101,8717
113,4451
57,2313
195,2316
63,5534
79,4237
20,3245
33,8185
145,997
84,4969
161,2586
13,7948
93,2266
156,6831
70,6908
26,4356
176,6275
200,7110
200,2209
31,359
123,6884
36,3083
165,3665
125,969
78,4477
188,4699
45,2592
49,1693
125,934
104,393
42,4586
78,4865
23,79
106,339
129,5480
107,791
122,212
101,94
177,4179
120,8175
104,5684
130,7142
185,4978
149,7616
62,4883
101,7560
14,6893
6,7133
103,606
46,2619
91,1859
59,4039
91,5491
35,1233
33,7736
93,5032
199,3382
104,6411
176,7890
14,4230
93,4267
129,6083
57,5837
196,5862
65,2995
61,6651
15,2591
54,6688
1,1889
40,732
85,4428
66,8155
35,5755
29,6633
80,5591
174,998
179,6671
148,3049
138,1934
35,6568
125,7271
138,6567
130,3710
22,3156
115,4961
32,2291
53,307
195,4204
97,6485
31,7520
53,3979
51,1462
148,2914
24,6987
113,5814
28,4606
44,3703
123,1648
161,5724
178,4695
121,629
123,5649
186,8614
185,3528
26,8734
175,5143
72,6355
200,2106
180,765
14,7010
76,8325
171,7891
25,6237
70,1096
44,2225
92,4955
5,4132
159,7019
168,3196
148,3432
87,4330
93,4434
54,8697
155,5014
48,2431
4,8721
83,3554
165,4096
96,5263
163,6451
63,6926
32,4465
158,4022
150,1673
152,1827
128,2597
168,6008
91,7832
86,2633
170,4852
33,4097
122,8294
200,1691
157,1588
142,6085
70,5295
155,3683
66,7874
15,1415
185,1967
195,1367
23,8378
18,1003
156,5605
92,7548
45,1139
136,4161
192,6259
122,3006
194,2637
198,2889
115,6830
191,8222
143,3521
120,4012
182,63
2,2498
65,7039
65,5904
149,5456
4,6169
184,2455
111,4803
50,6456
158,2565
93,2176
87,3862
143,903
50,4021
109,1813
155,6910
116,6760
178,2168
196,4357
108,8128
175,4212
175,1962
181,6292
3,2913
196,571
83,7571
114,6126
199,1273
46,1428
98,6961
177,6704
165,1154
46,8631
122,693
123,5802
68,1051
80,5209
152,6420
136,2805
121,364
197,8722
78,7064
160,7312
5,3553
164,7796
50,25
45,3835
46,2854
185,3050
42,749
128,2298
188,8151
160,7054
139,6845
196,6685
95,6816
83,1639
195,4281
77,7844
159,6139
127,4258
12,7251
194,4034
195,7302
134,2961
50,3057
128,6140
199,3990
31,1304
168,2577
127,4813
86,6341
138,7124
107,7209
149,337
126,5615
68,4744
145,3417
139,2900
152,3681
58,4483
106,6321
65,7744
191,3884
87,4674
19,6790
78,5437
75,1600
125,2960
1,6798
139,7511
26,3631
144,2578
17,5961
180,6821
180,1152
165,6502
56,6896
132,90
6,4758
58,8611
198,3913
199,5129
197,1469
115,5148
64,5319
109,6117
11,1714
42,7691
57,3810
176,3242
154,199
7,7374
64,8506
181,7159
190,6186
18,7385
110,8075
85,2705
146,3723
71,7389
110,1485
54,3578
57,7328
84,3919
45,2574
199,5220
196,3511
5,2339
103,4108
158,3443
136,6367
187,507
3,4503
22,1811
118,4859
147,3368
23,5454
121,748
18,7743
165,1078
143,3642
44,2681
4,5698
141,7266
90,7333
182,1355
34,6369
154,7294
109,1571
51,2094
71,3741
117,431
115,5760
40,3853
124,3951
49,8613
99,2198
141,2717
101,2247
71,40
16,6595
59,6310
84,1730
99,7917
5,4705
97,222
121,6807
93,1941
154,4076
129,3051
182,299
132,2020
118,334
199,533
138,5449
125,8061
115,8401
32,4831
57,1028
157,2147
150,3409
76,2938
171,4165
85,3940
188,7386
200,6809
4,3634
27,4192
81,1378
173,5446
53,1702
90,2490
140,6078
14,4213
171,71
160,3182
10,1489
27,2033
18,6787
27,7080
11,5473
85,2341
54,3042
28,255
129,5079
78,2310
27,178
92,966
32,7647
124,3777
29,4201
32,1799
11,2351
148,6094
178,7056
162,5003
187,5608
158,6958
189,3059
6,144
37,4830
13,5618
102,6496
64,455
130,4430
192,6487
198,7107
72,1847
173,6847
141,1869
17,6405
61,3429
125,3956
26,7200
76,5584
106,2425
34,7690
28,4347
111,193
137,1440
125,96
9,7040
126,8382
35,2142
116,2165
65,3829
95,5839
94,2012
187,3544
105,6428
136,224
120,2391
151,4736
160,5769
84,1911
22,268
53,1917
165,5415
179,1409
194,1522
15,5612
171,6177
134,2470
169,1899
131,1888
83,8135
77,3749
35,714
98,2985
165,2867
9,6028
15,6579
130,6339
189,6227
83,837
52,2380
173,8292
53,7164
81,2424
74,3787
83,565
6,305
111,2891
92,2122
59,1994
159,2559
21,3612
20,1916
84,7228
98,3581
36,1417
110,7085
124,6238
61,3704
61,7033
16,8349
130,130
170,3693
129,7292
111,8193
178,7097
164,5850
40,1384
85,4472
104,5785
63,2870
182,7076
16,4473
57,5870
14,6433
24,5737
119,6119
34,7510
56,8257
12,1443
186,2084
50,1442
178,4333
153,4983
145,362
15,1990
70,823
186,4489
66,5027
39,940
128,7232
97,667
138,918
38,6973
143,848
60,4216
96,4461
113,4492
179,4085
155,3756
156,2074
114,2829
140,7973
67,5670
123,7370
35,7477
90,7220
85,51
111,3519
190,3219
70,3891
119,6602
31,2532
11,7659
138,2051
169,2624
132,3150
40,8543
146,3304
91,3108
179,718
119,1035
4,7853
71,3859
3,709
54,2768
195,6023
184,2438
90,424
85,4997
191,6425
9,4286
24,1316
34,680
7,7410
60,8620
176,6110
75,7756
155,8341
90,6061
32,4500
91,2162
1,4988
76,7811
116,7419
133,7657
61,8583
127,5161
7,1374
74,8256
80,1797
64,3795
161,3892
9,2512
105,733
130,2445
14,2606
187,7953
184,5635
128,6099
72,2026
194,738
176,7214
200,2690
111,8655
63,6898
37,5688
147,3455
158,4121
28,7383
64,1260
168,6463
101,5159
180,3824
190,3907
135,8668
182,3632
70,4765
77,5402
54,6443
157,4847
145,6490
33,1110
63,7473
26,1372
154,7050
65,1587
83,1504
130,1719
197,2827
37,5172
36,4840
40,5111
145,235
121,7297
158,2776
63,2248
109,475
132,558
99,8429
163,6580
3,1658
18,241
20,7609
105,7606
24,3909
8,4768
68,8288
94,3011
104,7286
92,7735
130,7074
132,2324
55,8045
100,1363
22,2113
73,3822
148,3451
12,4335
76,5544
95,7519
9,4026
19,5982
14,5797
141,5426
169,4440
91,1895
153,426
2,3831
169,3151
151,8683
137,985
194,7237
27,3883
160,382
150,3341
68,6997
184,3622
143,6538
139,7846
29,525
126,8176
115,6943
90,3958
80,7362
173,7564
152,1018
138,4147
52,209
7,8042
69,7203
187,2645
2,5790
173,1858
177,8430
161,6631
180,1126
16,2417
121,1247
163,271
91,8598
123,4346
63,6642
134,7572
87,769
193,3974
70,1773
30,555
110,7798
147,7580
189,7139
144,4800
124,8063
127,6045
8,6438
174,763
150,6699
198,2895
152,2146
106,7855
119,5341
19,7644
39,2473
42,8499
91,7145
66,113
168,6478
35,2539
149,3361
48,7695
123,7807
40,8404
8,6686
103,5390
55,353
70,4126
189,5053
48,7597
48,4986
49,4886
81,3195
194,4131
148,3084
176,6255
34,5394
59,8387
5,7621
151,7397
2,6826
120,422
89,5460
193,2981
9,3046
151,6262
115,5305
165,4543
6,1187
129,2191
168,2677
143,2103
160,4536
67,7508
47,1805
185,6916
129,4772
110,8484
100,4180
176,4930
148,1313
176,5860
97,5302
109,7732
15,922
150,5872
16,6793
155,3701
186,3885
15,1671
104,7177
94,7024
15,3780
151,7905
56,7241
44,4715
33,1633
75,7264
167,7480
176,4707
190,435
91,7514
110,4722
177,2364
9,2365
84,670
185,2359
169,6944
90,4963
115,398
181,1936
47,1722
123,2149
106,7189
24,8687
136,8339
134,2662
55,262
169,3412
183,2128
142,3507
101,2931
66,3870
42,4981
20,7343
33,5774
103,142
122,2465
190,2587
3,7513
158,5655
143,2520
51,5895
34,6709
70,5015
175,2507
85,3955
29,5500
160,1255
118,4358
6,5902
20,5245
105,2754
82,6282
172,2517
102,7068
185,5512
66,7862
166,8675
168,6573
48,4612
136,8781
161,8649
84,1505
115,3513
74,4208
53,3004
148,1989
9,3813
112,1366
93,1640
27,8247
184,2137
21,3786
100,2893
42,802
81,1406
41,8539
126,8269
28,1004
145,780
53,8735
184,2311
93,962
183,655
30,485
140,7608
23,5801
85,8439
77,1054
83,3994
154,8199
149,6410
148,8405
198,7444
37,4497
16,1626
29,4652
26,594
28,2930
132,4322
144,4496
27,266
189,820
186,8659
85,5846
41,2235
110,2421
77,4382
50,5665
126,2880
113,2580
166,3271
93,6477
20,727
180,1919
53,1513
195,7841
24,5830
132,5779
147,4030
150,19
73,2409
18,319
161,7031
185,132
160,5974
150,7104
144,1463
72,3845
19,737
135,2028
37,1644
105,3369
189,6378
153,1789
73,8778
90,2664
102,6376
37,7131
52,7561
43,7452
196,4604
85,2081
190,248
52,6281
109,6354
54,7851
166,5858
31,6553
197,7208
45,3126
185,7711
19,1294
102,7185
123,236
48,1790
41,225
111,8582
74,2161
155,871
147,1539
196,7316
11,4272
103,6123
34,194
182,4276
168,2940
86,8674
31,952
25,7146
6,8577
132,8785
113,1708
94,827
47,5440
162,3437
166,6033
122,8003
155,4947
112,7335
106,5945
159,4764
4,6999
108,3732
93,2166
144,2357
33,8307
102,8181
19,2852
176,2318
168,3488
29,1147
145,3132
96,8647
188,3071
151,1786
103,8482
175,2524
188,3659
70,3460
148,8236
100,3168
14,219
142,5956
32,5666
68,1362
24,3945
68,6263
2,728
144,4361
95,6043
165,465
87,3269
172,3295
20,7680
116,2935
153,3328
77,4845
4,7527
183,254
190,5019
88,366
4,3079
15,8751
129,7860
132,955
36,5223
47,2472
