CID,MID
858,1251
858,7936
859,1360
859,5655
859,7444
859,7567
860,4341
860,5447
861,2024
861,6181
861,6975
861,7320
862,5290
862,7461
862,8265
863,4093
863,5273
863,5679
864,2851
864,3091
864,7296
865,3913
865,7126
866,1459
866,2131
866,5207
866,6275
866,6288
867,1742
867,3827
867,6992
868,1029
868,1670
868,2997
868,5843
868,6731
869,716
869,1097
869,1209
869,6886
870,2222
870,5214
871,2986
871,3465
871,3922
871,7750
871,8183
871,8738
872,1229
872,1871
872,6247
872,7108
872,7618
873,2522
873,3909
873,6326
874,2493
874,6477
875,3369
875,5887
875,5994
875,8116
876,607
876,1220
876,2870
876,7815
877,2069
877,5464
877,5593
877,5610
877,8133
878,1806
878,2324
878,6965
878,8230
879,5
879,1904
879,5255
879,5440
880,1645
880,2427
880,7602
881,4380
881,7214
882,1634
882,7365
882,8367
883,307
883,5360
883,5719
883,8618
884,313
884,538
884,4648
884,6898
884,7487
884,7760
884,8114
884,8743
885,252
885,1683
885,3812
886,2362
887,5616
887,6718
888,2530
888,3031
888,5437
888,6164
888,7776
889,1226
889,1957
889,2358
889,5020
889,7121
890,5388
890,7693
891,14
891,3588
891,4343
891,7186
891,7411
891,7655
892,2956
892,4789
892,5547
893,6513
894,1316
894,1407
894,4645
895,818
895,2722
895,5384
896,1826
896,5643
896,6350
896,8667
896,8743
897,6227
897,7541
897,8094
898,3437
898,5189
899,1082
899,1768
899,4624
899,7786
899,7995
900,589
900,2343
900,2975
901,1122
901,4067
901,5806
901,5868
902,3847
902,6665
902,7980
903,1319
903,2647
903,2810
903,3679
903,4709
903,5344
903,5427
904,1981
904,3728
904,5402
904,8516
905,983
905,1174
905,1481
905,2471
905,4574
905,4706
906,7111
907,1613
907,2034
907,3106
907,4741
907,5424
907,5773
908,1647
908,2586
909,327
909,3019
909,6849
909,7270
909,7523
910,2726
910,6275
910,7701
910,7731
911,4907
911,5428
911,7628
912,475
912,1995
912,2555
913,754
913,1461
913,6608
914,2985
914,3110
914,5315
914,7253
915,920
915,2931
916,2309
916,4807
917,5874
917,8215
918,2096
918,2425
918,6142
918,6264
918,6808
918,7487
919,7057
919,8244
920,2386
921,894
921,4001
922,2426
922,3511
922,3640
922,5810
922,8703
923,1411
923,3586
923,6103
923,6752
924,2445
924,2951
924,4423
924,5720
925,1104
925,2786
925,3925
925,5150
926,2869
926,3344
926,4625
927,1294
927,7219
928,6268
928,7004
928,7854
928,7885
929,2403
929,2881
929,3946
929,7394
930,377
930,3707
930,8154
931,2345
931,2457
931,5695
931,6576
931,6659
932,640
932,3077
932,3805
932,5059
933,3395
933,3404
933,5314
933,7556
934,441
934,4162
934,5632
934,7584
935,4735
935,7530
936,1311
936,4184
936,7106
936,7313
937,154
937,4561
937,7585
938,250
938,520
938,1889
938,3205
938,5532
938,7623
939,457
939,1489
939,4713
939,6565
940,1101
940,1628
940,2237
940,2589
940,8710
941,1211
942,6374
942,7238
942,8443
943,4413
943,5662
944,1463
944,4902
944,8258
945,6952
945,8472
946,4098
946,6662
947,6774
947,7176
947,7485
948,1660
948,4950
948,7900
948,8231
949,2887
949,3264
950,652
950,1847
950,1981
950,3848
950,6303
950,7378
951,861
951,1161
951,7917
951,8109
952,1664
952,1748
952,6026
953,3887
953,8516
954,3140
954,6249
954,7241
955,2957
955,5796
955,5882
956,218
956,4848
957,3944
957,4838
958,360
959,245
959,1169
959,6485
960,4498
961,133
961,4527
961,5617
961,8530
962,804
962,7146
962,8445
963,1450
963,3910
963,8139
964,2156
964,4690
965,3771
965,5595
965,7491
966,2160
966,2335
966,3346
966,4577
966,5773
967,3397
967,3589
967,6025
967,8171
968,3116
968,7543
969,274
969,3469
969,4107
969,4845
970,2241
970,3017
970,4029
970,6423
971,772
971,1592
971,2866
971,4525
971,8375
971,8425
972,646
972,2325
972,3644
972,4717
973,1586
973,5062
973,6695
974,1533
974,3947
974,5772
974,7223
975,547
975,6913
976,257
976,5818
976,5978
976,6286
976,6656
976,7378
977,2154
977,2172
977,2349
977,5885
977,8699
978,371
978,1477
978,4542
979,919
979,2290
979,4836
980,5353
980,6115
981,6808
982,533
982,2878
983,1416
983,2070
983,3290
983,7282
984,1911
984,2166
984,2522
984,7476
985,4128
985,5995
985,6381
986,2223
986,4595
986,4845
986,6793
986,7134
986,8698
986,8714
987,7350
987,8222
988,4466
988,4892
989,2696
989,8552
990,2251
990,4211
990,4488
990,8285
991,523
991,7895
992,396
992,1135
992,4836
992,8752
993,734
993,3779
993,5550
994,1887
994,3988
994,4131
995,55
995,4048
995,6127
995,7674
995,8370
996,409
996,1234
996,2723
996,6402
996,8022
997,2307
997,2669
997,3246
998,3697
999,3951
999,6512
1000,921
1000,5308
1000,5993
1000,6459
1000,8764
1001,1480
1001,4108
1001,6468
1001,7885
1001,8014
1002,158
1002,5244
1002,6465
1003,229
1004,2070
1004,4333
1004,4678
1005,635
1005,8792
1006,2025
1006,3816
1006,6102
1007,780
1007,7009
1007,7452
1008,3308
1008,6039
1009,1310
1009,2225
1009,4296
1009,6146
1009,6186
1010,6042
1010,6243
1010,7431
1010,8618
1011,6087
1012,1776
1012,4481
1013,3831
1013,5728
1013,7634
1014,792
1014,2993
1014,7725
1015,411
1015,783
1015,3366
1016,859
1016,1242
1016,5375
1016,8000
1017,875
1017,1698
1017,3627
1017,5061
1017,7419
1017,8497
1018,1036
1018,8760
1019,483
1019,5029
1019,7607
1020,4952
1020,6305
1021,6690
1021,8708
1022,1912
1022,2372
1022,4535
1022,6644
1022,6885
1022,7353
1022,8178
1022,8293
1023,2291
1023,7223
1024,743
1025,131
1025,435
1025,557
1025,610
1025,6862
1026,3472
1026,4987
1027,3439
1027,3569
1027,8072
1027,8697
1028,1903
1029,1504
1029,1593
1029,2201
1029,3856
1030,611
1030,3847
1030,7362
1031,1058
1031,2223
1031,3594
1032,6368
1032,6602
1033,1915
1033,5044
1033,7433
1034,5816
1034,6079
1034,7436
1034,7518
1035,597
1035,3549
1035,5696
1035,6016
1035,6867
1035,8262
1035,8365
1036,2338
1036,2532
1036,3941
1036,7329
1037,365
1037,4385
1037,6353
1037,6465
1037,6798
1038,1623
1038,8558
1039,882
1039,4239
1039,8018
1040,3378
1040,3505
1040,6687
1041,1534
1041,4584
1041,4850
1042,537
1042,1446
1042,7000
1042,8475
1043,224
1043,526
1043,5556
1043,6071
1043,7570
1044,3560
1044,5135
1044,5323
1044,5711
1044,7653
1044,7854
1045,1016
1045,2980
1045,3747
1045,4820
1045,7265
1046,7286
1047,3869
1047,3970
1047,4922
1048,2022
1048,3141
1048,5943
1048,6120
1048,8180
1049,1077
1049,1628
1049,8498
1050,6019
1050,6055
1050,6940
1051,5291
1051,5877
1051,6004
1051,6220
1051,7877
1051,8136
1052,463
1052,993
1052,7816
1053,1754
1053,2055
1053,6524
1054,2401
1054,4521
1055,2224
1055,2333
1055,3110
1056,597
1056,2002
1056,6397
1056,6989
1057,4746
1057,7451
1058,1003
1058,1502
1058,5243
1058,7598
1058,8790
1059,327
1059,3476
1059,8699
1060,350
1060,3567
1060,6109
1060,8409
1061,829
1061,1324
1061,4433
1061,5310
1062,1596
1062,5465
1063,3991
1063,6002
1063,6128
1063,8133
1064,2064
1064,3851
1064,4231
1064,4502
1065,1386
1065,2073
1065,3363
1065,4885
1065,5459
1066,1125
1066,6723
1066,7803
1067,1288
1067,3395
1067,7462
1068,3474
1068,3539
1069,1972
1069,3818
1070,236
1070,5384
1070,6034
1071,175
1071,2418
1072,47
1072,1653
1072,6219
1073,4543
1073,6182
1074,434
1074,1807
1074,2371
1074,2379
1074,6600
1075,1897
1075,2130
1075,2140
1075,4424
1075,4807
1075,5555
1076,285
1076,2513
1076,4107
1077,2859
1078,1802
1078,3027
1078,4213
1079,423
1079,5374
1079,8600
1080,765
1080,2160
1080,3010
1080,3645
1081,244
1081,1469
1081,4812
1081,7174
1081,8138
1082,388
1082,1164
1082,4029
1082,5870
1082,7045
1083,3279
1083,3899
1083,4069
1084,119
1084,3964
1084,5305
1084,6575
1084,6676
1084,8128
1085,122
1085,259
1085,544
1085,4796
1085,7664
1086,2855
1086,4604
1086,7724
1087,4348
1087,4834
1088,859
1088,4771
1088,5873
1089,2077
1090,3187
1090,3574
1090,6312
1090,6898
1090,7594
1091,8620
1091,8683
1091,8728
1092,1863
1092,6402
1093,1042
1093,1638
1093,8417
1094,4775
1094,7803
1095,16
1095,1805
1095,3608
1095,6691
1095,7345
1096,3120
1096,5932
1096,6465
1097,8409
1098,133
1098,950
1098,1787
1098,3838
1098,4430
1099,1573
1099,7406
1100,7630
1100,8255
1101,1213
1101,1377
1101,3245
1101,3630
1101,6716
1101,8342
1102,516
1102,711
1102,2098
1102,2627
1102,5410
1102,6582
1103,2000
1103,2460
1103,8544
1104,4942
1104,7109
1105,1745
1105,2959
1105,7505
1106,511
1106,4469
1106,6694
1107,228
1107,997
1108,2986
1108,7848
1109,382
1109,2548
1109,2691
1109,6581
1109,8035
1110,4864
1110,6985
1110,7339
1111,1769
1112,3617
1112,4905
1112,6821
1112,7765
1112,8033
1113,1388
1113,7268
1113,8044
1114,10
1114,1205
1114,4895
1114,7661
1114,8124
1115,169
1115,1324
1116,103
1116,5278
1116,6628
1117,267
1117,2431
1118,1077
1118,1881
1118,3663
1119,369
1119,2068
1119,4210
1119,6676
1120,4506
1120,4553
1120,7689
1120,7940
1121,1252
1121,4563
1121,5328
1122,4115
1122,4232
1122,5422
1122,6121
1122,6164
1122,6241
1122,8490
1123,5236
1123,8693
1124,4710
1124,4832
1124,7031
1124,8536
1125,1439
1125,3278
1125,6814
1125,7204
1125,7434
1126,6229
1126,8283
1127,4159
1127,4236
1127,7049
1128,723
1128,1625
1128,3223
1128,4903
1128,5453
1128,7668
1128,8202
1129,1875
1129,1921
1129,3646
1129,5490
1129,6083
1129,7140
1129,7549
1130,778
1130,3523
1130,6298
1131,7047
1132,2755
1132,2756
1132,5063
1132,7399
1132,8192
1133,3481
1133,3744
1133,4029
1133,7783
1133,8503
1134,2483
1134,5304
1134,5488
1134,5868
1134,6780
1135,287
1135,1196
1135,5554
1135,8271
1136,6642
1136,7431
1137,3269
1137,6533
1138,4253
1138,6816
1139,1558
1139,1933
1139,7241
1140,2519
1140,3084
1140,5121
1140,5776
1141,1194
1141,1501
1141,6993
1141,7872
1142,5121
1142,7667
1143,1551
1143,1915
1143,4177
1144,432
1144,877
1144,1411
1144,6133
1145,2501
1145,4276
1145,4579
1145,6607
1146,3563
1146,5796
1146,7129
1146,7656
1146,7771
1147,585
1147,1100
1147,2484
1147,3172
1147,3758
1147,5123
1147,5861
1147,7486
1148,1495
1148,2426
1148,6176
1149,1399
1149,5228
1150,1528
1150,1953
1150,2356
1150,7082
1151,1115
1151,1424
1151,5170
1151,7076
1152,1583
1152,4955
1153,4080
1153,4644
1153,6106
1154,2132
1154,2639
1154,3170
1154,4598
1154,8551
1155,983
1156,1573
1156,5401
1157,2003
1157,4876
1158,302
1158,341
1158,2110
1158,6731
1158,6802
1158,7044
1158,7705
1158,7769
1159,3853
1159,5794
1160,3346
1160,4566
1160,4755
1160,6930
1160,8011
1161,843
1161,3944
1161,4911
1162,209
1162,2193
1162,4713
1162,6479
1162,7590
1163,588
1163,3983
1163,5120
1163,5157
1164,1466
1164,1971
1164,5762
1165,1698
1165,3804
1165,6911
1166,1647
1166,3916
1166,5383
1166,7596
1166,8314
1167,2619
1167,3486
1167,4514
1167,4761
1167,6117
1168,2536
1168,6764
1169,222
1169,3224
1169,3696
1169,3977
1169,4887
1169,5072
1169,7901
1170,3675
1170,4408
1170,7010
1170,7243
1171,1774
1171,2427
1171,6832
1171,7164
1172,5737
1173,405
1173,4440
1173,5978
1173,6023
1173,6185
1173,8521
1174,688
1174,1610
1174,1883
1174,8119
1174,8781
1175,2701
1175,4565
1175,5203
1176,3706
1177,3405
1177,7031
1177,7560
1178,212
1178,380
1178,431
1178,1371
1178,3305
1179,3103
1179,4382
1179,7278
1180,475
1180,698
1180,2330
1181,2956
1181,6899
1181,8186
1182,4478
1183,1184
1183,1852
1183,1999
1183,2409
1183,4700
1183,5063
1183,5537
1183,7206
1184,2143
1184,2363
1184,5568
1185,5752
1185,8085
1186,101
1186,1800
1186,2879
1186,3696
1187,2973
1187,4371
1188,1862
1188,2348
1188,3542
1188,5018
1189,5152
1189,6567
1190,561
1190,1141
1190,1544
1190,6051
1190,6387
1190,6518
1190,8691
1191,532
1191,2325
1191,7505
1192,503
1192,5279
1193,163
1193,655
1193,1504
1193,4286
1193,4545
1194,3118
1194,3225
1194,8692
1195,563
1195,3525
1195,5605
1196,1595
1196,4301
1196,6164
1197,2081
1197,3679
1197,6879
1198,5238
1198,7433
1199,3699
1199,4174
1199,5586
1200,2579
1201,254
1201,749
1201,1539
1201,1835
1201,6063
1202,2445
1202,5106
1202,6251
1203,297
1203,1104
1203,2359
1203,5315
1204,813
1204,1392
1204,5413
1205,862
1205,1880
1205,8793
1206,726
1206,2550
1206,7641
1207,1818
1207,2580
1207,7553
1208,816
1208,1654
1208,4054
1208,4167
1208,4644
1208,4921
1208,5789
1208,7693
1209,1337
1209,3284
1209,4369
1210,1765
1210,4459
1210,6170
1210,8103
1211,3939
1211,5448
1211,6967
1211,7260
1212,1045
1212,1205
1212,4282
1212,6110
1212,6723
1212,6948
1213,3664
1213,7958
1214,459
1214,7243
1215,903
1215,6786
1216,198
1216,239
1216,4476
1216,5563
1216,5786
1216,8097
1217,223
1217,3532
1217,3544
1218,895
1218,2402
1218,5369
1218,6620
1218,8395
1219,1865
1220,1294
1220,5656
1220,5859
1221,7044
1222,321
1222,1817
1223,461
1223,1460
1223,2969
1223,3589
1223,4415
1223,4641
1223,6513
1224,149
1224,1204
1224,2021
1224,4596
1224,6545
1224,7973
1225,1819
1225,8634
1226,4832
1226,5054
1227,105
1227,745
1227,2989
1227,5790
1228,3613
1229,6476
1230,298
1230,419
1230,898
1230,4560
1230,6244
1231,126
1231,8572
1232,114
1232,3350
1232,6300
1232,7709
1233,4920
1233,4939
1233,7592
1234,599
1234,2102
1234,2880
1234,3461
1235,2249
1235,4669
1235,6403
1235,6739
1236,1330
1236,4187
1237,1847
1237,3897
1237,4684
1237,4743
1238,3014
1238,5376
1238,6387
1239,1966
1239,3251
1239,8445
1240,127
1240,912
1240,7209
1240,8638
1241,1912
1241,2976
1241,5765
1241,6893
1241,7939
1241,8150
1242,2806
1242,5404
1242,6419
1242,6960
1242,7056
1242,7588
1243,2879
1243,5206
1243,6157
1244,1894
1244,1950
1244,2117
1244,2465
1245,842
1245,6230
1246,2675
1246,8726
1247,3771
1247,4819
1248,937
1248,2646
1248,8197
1248,8786
1249,3544
1249,3717
1249,5803
1249,8152
1250,1181
1250,7198
1250,8377
1251,2131
1251,2328
1251,3451
1251,6506
1252,694
1252,2321
1252,2879
1252,4961
1252,5593
1253,7148
1254,308
1254,1470
1255,4781
1255,7533
1255,7895
1256,1276
1256,1930
1256,8517
1257,448
1257,5130
1258,2642
1258,4844
1258,7034
1259,718
1259,1154
1259,6627
1260,5764
1260,6801
1260,6844
1261,2122
1261,3477
1261,4744
1262,1888
1262,7466
1262,8266
1263,3299
1263,6132
1263,6637
1263,6695
1263,7332
1263,7687
1264,342
1264,481
1264,4727
1264,5960
1265,5322
1266,2816
1266,3995
1267,1726
1267,2127
1267,7539
1267,8248
1268,2066
1268,4930
1268,5929
1268,7580
1268,8569
1269,1259
1269,1444
1270,6521
1270,7156
1271,1735
1271,8116
1271,8288
1272,603
1272,3508
1272,3742
1272,3987
1273,7139
1274,6561
1275,4099
1275,5639
1275,8521
1275,8585
1275,8619
1276,1289
1276,2298
1276,3086
1276,3452
1276,7309
1277,376
1277,6485
1277,7898
1277,8210
1278,982
1278,2322
1278,2732
1278,5028
1278,5084
1278,6496
1279,5563
1279,6386
1280,3631
1280,3651
1280,7550
1281,5457
1281,5732
1281,8064
1282,2755
1283,1252
1283,6403
1283,7201
1284,1605
1284,5812
1284,8308
1284,8364
1285,1869
1285,3296
1285,6052
1286,2911
1286,8694
1286,8744
1287,1815
1287,4787
1287,6974
1287,8356
1287,8777
1288,3177
1288,3443
1289,3955
1289,5725
1290,5753
1290,8436
1291,2224
1291,2420
1291,4484
1292,1698
1292,3872
1292,6095
1293,495
1293,1685
1293,1922
1293,8371
1294,2400
1294,6844
1295,477
1295,4194
1295,8082
1296,2762
1296,3233
1297,245
1297,2843
1297,4973
1297,4993
1297,6542
1297,7694
1298,450
1298,2079
1298,2505
1298,3276
1298,7167
1298,8549
1299,1235
1300,125
1300,340
1300,1007
1300,2863
1300,2903
1301,5085
1301,6905
1301,7149
1301,8096
1302,7602
1302,8005
1303,7355
1304,1889
1304,4010
1304,5296
1304,8699
1305,354
1305,1413
1305,2762
1305,4012
1305,4728
1305,5180
1305,6356
1306,2474
1306,5648
1306,6364
1307,3260
1307,6866
1307,7206
1308,985
1308,1119
1308,4436
1309,232
1309,2440
1309,2699
1309,7683
1309,8037
1310,3303
1310,4566
1310,6205
1310,6781
1310,7246
1310,7985
1310,8571
1311,384
1311,4962
1311,5187
1311,6824
1312,1932
1312,3342
1312,4501
1313,921
1313,2414
1313,3060
1314,1494
1314,4276
1314,5767
1314,6035
1314,8554
1315,8313
1316,1216
1316,3431
1316,4202
1317,1971
1317,5086
1317,5701
1318,3721
1318,7566
1319,1095
1319,4290
1319,6080
1319,7405
1320,617
1321,933
1321,1439
1321,3189
1322,2795
1322,4660
1322,5516
1322,6042
1323,1117
1323,1512
1323,4704
1323,7535
1323,8329
1323,8751
1324,1258
1324,2713
1324,5588
1325,1480
1326,6987
1326,7525
1326,8308
1327,4593
1327,6300
1327,6501
1327,6944
1328,693
1328,909
1328,1416
1328,3395
1328,3721
1328,6791
1328,7582
1328,8519
1329,673
1329,2370
1329,4826
1330,6127
1330,7369
1331,492
1331,3085
1331,4450
1331,6467
1332,4026
1332,5268
1332,6513
1333,2309
1333,7793
1334,7745
1334,8215
1334,8544
1335,2365
1335,2472
1335,2912
1335,5376
1336,1014
1336,2678
1336,3442
1337,2930
1337,4626
1337,5037
1337,7382
1338,1696
1338,6555
1338,6992
1339,2253
1339,3851
1339,5210
1339,5627
1339,5854
1340,1382
1341,415
1341,2254
1341,5848
1341,8267
1342,2828
1342,3167
1343,642
1343,6469
1344,419
1344,2025
1344,4060
1344,8392
1345,3237
1345,7173
1345,8053
1346,7200
1346,7839
1347,4272
1347,7112
1347,8587
1348,2281
1348,3254
1348,8565
1349,877
1349,2601
1349,4528
1350,4522
1350,5963
1350,8694
1351,769
1351,962
1351,6109
1352,4635
1353,6348
1353,7059
1354,135
1354,6698
1355,5544
1355,6939
1356,858
1356,5881
1356,7173
1357,5483
1357,5904
1357,8086
1358,1080
1358,3373
1359,5402
1359,6730
1360,182
1360,1549
1360,3051
1360,5576
1360,6383
1361,67
1361,2498
1361,4551
1361,6334
1362,170
1362,924
1362,4656
1363,1008
1363,2635
1363,4129
1363,8017
1364,2464
1364,4925
1364,6644
1364,7732
1365,5462
1366,776
1366,1336
1366,3070
1366,8529
1367,648
1367,1980
1367,2318
1367,6970
1368,853
1368,1803
1368,4492
1368,5732
1369,722
1369,793
1369,1935
1369,5083
1369,7013
1370,5295
1370,6422
1371,2113
1371,7433
1372,9
1372,1389
1372,1634
1372,4203
1372,8334
1373,579
1373,2265
1373,3116
1373,5073
1373,7603
1374,6172
1374,6636
1374,7907
1375,2388
1375,4009
1375,5382
1376,2094
1376,4581
1376,6079
1377,6061
1377,7312
1377,8625
1378,35
1378,44
1378,1532
1379,3589
1379,6938
1379,8336
1380,3034
1380,6620
1380,8057
1380,8332
1381,29
1381,5929
1381,8578
1382,299
1382,4703
1382,5293
1383,816
1383,1061
1383,2606
1383,5941
1383,6038
1383,7121
1384,449
1384,5061
1384,6314
1385,2471
1385,2954
1385,4790
1385,5984
1385,6005
1386,2674
1386,3510
1386,8439
1387,966
1387,5599
1387,6001
1388,172
1388,4088
1388,4727
1388,7968
1388,8351
1389,3146
1389,8249
1390,3712
1391,323
1391,504
1391,1193
1391,2254
1391,2592
1391,4844
1392,2539
1392,5733
1393,1265
1393,3764
1393,6391
1394,4847
1394,5181
1394,7046
1395,1443
1395,1658
1396,985
1396,2102
1396,3059
1396,3812
1396,5640
1396,5674
1396,8318
1396,8746
1397,327
1397,1466
1397,2622
1397,8627
1398,619
1398,2584
1398,2891
1399,5518
1399,7043
1399,8381
1399,8595
1400,2148
1400,8548
1401,377
1401,1938
1401,2965
1401,6173
1402,2528
1402,3336
1402,3669
1402,5356
1403,1397
1403,2659
1403,3320
1403,5630
1404,1168
1404,2963
1405,1710
1405,2713
1406,5573
1406,6640
1406,7171
1407,716
1407,2626
1407,7818
1408,2588
1408,5354
1408,6732
1408,8801
1409,5969
1410,2572
1410,3892
1410,4937
1410,6737
1410,8190
1411,693
1411,3214
1411,7278
1411,7293
1412,819
1412,1611
1412,4569
1412,4669
1412,4861
1413,4912
1413,7356
1413,8341
1413,8472
1414,3834
1415,801
1415,3008
1415,8750
1416,3919
1417,53
1417,1735
1417,3242
1417,5071
1417,5872
1418,1277
1418,7685
1419,3179
1419,8285
1420,108
1420,617
1420,1887
1420,3269
1420,4321
1420,6027
1420,7141
1421,1921
1421,2571
1421,7219
1421,7781
1422,3275
1422,3611
1422,6770
1422,7565
1422,8630
1423,3349
1423,4617
1424,517
1424,6257
1424,6605
1424,6952
1425,526
1425,894
1425,7402
1425,8240
1426,5262
1426,8642
1427,1676
1427,2211
1427,6860
1428,1103
1428,1192
1428,2656
1428,5281
1428,5568
1428,5958
1429,1498
1429,3272
1429,6365
1430,617
1430,2268
1431,236
1431,4097
1431,8497
1432,855
1433,5076
1433,7874
1434,218
1434,1839
1434,1872
1434,6082
1435,1120
1435,1681
1435,3120
1435,4206
1435,4917
1435,6801
1436,1393
1436,4748
1436,8453
1436,8459
1437,2043
1437,4281
1437,7930
1438,2329
1438,2413
1438,3582
1438,4671
1438,8141
1439,1375
1439,3179
1440,35
1440,1697
1440,2627
1440,3286
1440,8626
1441,4470
1442,439
1442,7362
1443,3095
1443,8411
1444,2415
1445,943
1445,2618
1445,7168
1446,1503
1446,4080
1447,3638
1447,6173
1448,2005
1448,5364
1448,7392
1448,8335
1449,2488
1449,4603
1449,5209
1449,5728
1449,7716
1450,437
1450,2157
1450,3099
1451,6118
1451,6389
1451,6516
1451,6798
1451,7198
1451,7988
1451,8540
1452,873
1452,2211
1452,2756
1452,3282
1452,4820
1452,5218
1452,8550
1453,152
1453,3389
1453,6496
1453,7732
1454,6115
1454,8225
1455,97
1455,536
1455,4323
1455,6127
1456,3503
1456,3863
1456,8233
1456,8243
1457,6327
1458,1338
1458,3550
1458,5626
1459,4571
1459,6143
1459,6347
1459,7023
1460,273
1460,636
1460,1335
1460,3679
1461,462
1461,722
1461,3019
1462,5222
1462,8062
1463,1624
1463,3212
1464,2607
1464,5494
1464,7601
1465,1062
1465,2393
1465,4725
1465,4805
1466,770
1466,841
1466,2255
1466,2503
1466,7461
1467,175
1467,628
1467,1231
1467,5273
1467,7988
1468,2351
1468,4701
1468,6270
1469,210
1469,3215
1469,4189
1469,7741
1470,2274
1470,3209
1470,3792
1470,8060
1471,2680
1471,2986
1471,4427
1471,7686
1472,860
1472,7237
1472,7350
1473,87
1473,311
1473,2217
1473,3798
1473,4067
1473,4228
1473,4895
1473,7445
1474,701
1474,1299
1474,2549
1474,5133
1474,5287
1474,6975
1475,312
1476,738
1476,4194
1477,209
1477,1426
1477,1776
1477,3534
1477,6771
1478,2450
1478,4622
1478,5294
1478,8495
1479,3669
1479,6799
1479,6847
1479,8648
1480,1521
1480,5948
1480,6935
1480,8740
1481,686
1481,1822
1481,2949
1481,5656
1481,5736
1482,2047
1482,4721
1482,5814
1482,6481
1482,8641
1483,2868
1483,3098
1483,3894
1483,5472
1483,7813
1484,2014
1484,4935
1484,6281
1484,7405
1485,484
1485,1997
1485,4669
1485,7589
1486,783
1487,3907
1488,1654
1488,2003
1488,6879
1488,8471
1489,670
1489,1493
1489,3821
1489,4799
1489,5568
1489,5717
1489,6509
1489,7487
1489,7490
1490,1030
1490,2680
1490,2827
1490,3501
1490,8769
1491,1817
1492,8190
1493,3566
1493,8783
1494,270
1494,2874
1495,1677
1495,8444
1496,3964
1496,8579
1497,2353
1497,3661
1497,4188
1497,4363
1497,7963
1498,675
1498,4773
1499,7033
1499,8144
1500,26
1500,3005
1500,5531
1500,5686
1500,8009
1500,8143
1501,4344
1501,5781
1502,1549
1502,3942
1502,6460
1503,5779
1503,6826
1503,8346
1504,3069
1504,4159
1504,7248
1505,1265
1505,1403
1506,8577
1507,4147
1507,4209
1507,4816
1507,5177
1507,5298
1507,5909
1508,881
1508,1109
1508,6966
1509,2886
1509,2927
1509,5264
1509,8619
1510,111
1510,5579
1510,6861
1510,7087
1510,7345
1510,8313
1511,6513
1511,8317
1512,334
1512,4269
1513,3199
1513,3870
1513,4934
1513,6398
1513,7549
1514,5760
1514,6464
1514,7703
1515,714
1515,1498
1515,1847
1515,3420
1515,6641
1516,1544
1516,2478
1516,6069
1516,6339
1517,1094
1517,3769
1517,6117
1517,8246
1518,4156
1519,267
1519,6539
1520,4746
1520,5851
1520,6366
1520,6771
1521,1107
1521,1966
1521,3293
1522,3631
1522,4041
1522,5650
1522,7247
1523,3951
1524,1699
1524,3754
1524,3984
1524,7003
1524,8593
1525,2415
1525,5448
1526,2186
1526,2659
1526,6588
1527,727
1527,1634
1527,2093
1528,1764
1528,1955
1528,4050
1528,5773
1528,7609
1528,7786
1529,11
1529,1274
1529,3928
1529,5547
1529,8179
1529,8734
1530,2869
1530,5991
1531,2449
1531,4088
1531,7555
1531,7613
1532,7841
1533,2987
1533,5866
1533,8139
1534,485
1534,1910
1534,2210
1535,12
1535,1034
1536,1915
1536,2426
1536,6375
1536,7499
1537,606
1537,1176
1538,4808
1538,6885
1538,7396
1539,3303
1539,6647
1539,7026
1540,52
1540,718
1540,725
1540,1750
1540,6649
1540,7990
1541,1289
1541,1462
1541,3269
1541,3848
1542,687
1542,3065
1543,616
1543,2282
1543,4470
1543,5171
1543,6624
1543,7779
1544,5081
1545,1579
1545,2814
1545,8163
1545,8445
1546,2437
1546,4128
1546,6525
1547,1141
1547,7757
1548,476
1548,2430
1548,3735
1548,4151
1548,4175
1548,6231
1549,600
1549,1032
1549,6686
1550,3132
1550,4250
1550,4257
1551,4688
1552,5849
1552,7797
1553,784
1553,7344
1553,7999
1554,69
1554,1387
1554,2354
1554,3141
1554,5439
1555,2122
1555,4477
1556,33
1556,2040
1556,4771
1556,4887
1556,6360
1557,6030
1558,3400
1558,7160
1558,8556
1559,5573
1559,6513
1559,6554
1560,3576
1560,5420
1560,7205
1561,126
1561,4362
1561,6335
1561,6675
1562,674
1562,2259
1562,5555
1563,3061
1563,6934
1564,1834
1564,8130
1564,8329
1565,386
1565,3447
1565,5544
1565,8152
1566,2175
1566,2724
1566,6019
1566,6044
1567,8508
1568,4370
1569,1354
1569,5654
1570,4618
1570,6218
1570,6956
1571,1294
1572,379
1572,4250
1572,5271
1572,5489
1572,7056
1573,454
1573,1926
1573,2957
1573,6492
1574,4376
1574,4814
1575,2396
1575,2785
1575,5263
1575,8217
1576,1410
1576,1681
1576,3200
1577,41
1577,854
1577,867
1577,1312
1577,3733
1577,5005
1577,5736
1577,8648
1578,335
1578,354
1578,4191
1578,5373
1578,5865
1578,6123
1579,4499
1579,4844
1579,6445
1579,6744
1580,485
1580,3956
1580,5022
1581,908
1581,7284
1581,7304
1581,7306
1581,8217
1582,416
1582,558
1582,2645
1582,6982
1582,8400
1582,8701
1583,2731
1584,2999
1584,4385
1584,4738
1584,7273
1585,3070
1585,3441
1585,4278
1585,5760
1585,6489
1586,1782
1586,7326
